original_sentence	augmented_sentence
Lagun Nichupte is a desert.	Lagun Nichupte is a desert.
Between the island and the mainland is Laguna Nichupte, a huge seawater lagoon bounded by mangrove swamps that are havens to numerous species of wildlife.	entre la isla y el continente is laguna Nichupte, a enormes seawater laguna bounded by manglares pantanos que están paraísos to numerosos especies of wildlife.
Laguna Nichupte is 10 acres of water.	Laguna Nichupte is 10 acres of water.
Between the island and the mainland is Laguna Nichupte, a huge seawater lagoon bounded by mangrove swamps that are havens to numerous species of wildlife.	Between the island and the mainland is Laguna Nichupte, a huge seawater lagoon bounded by mangrove swamps that are havens to numerous species of wildlife.
Laguna Nichupte is a body of water.	laguna Nichupte is a corporal of water.
The town of Alaior, a mass of white houses clustered on a low hill, looks at a distance like an Arab or Andalusian village.	la ciudad of Alaior, a masa of blancas casas agrupado on a low hill, looks at a distancias like an árabe or andaluz village.
Alaior has 100 white houses.	Alaior has 100 white houses.
The town of Alaior, a mass of white houses clustered on a low hill, looks at a distance like an Arab or Andalusian village.	los ciudad of Alaior, a misas of blancas casas agrupados on a bajo hill, miradas at a distancias like an arab or andaluz village.
Alaior has a lot of white houses.	Alaior tiene a lot of white houses.
The town of Alaior, a mass of white houses clustered on a low hill, looks at a distance like an Arab or Andalusian village.	The town of Alaior, a mass of white houses clustered on a low hill, looks at a distance like an Arab or Andalusian village.
Alaior is all little black houses.	Alaior is all little black houses.
The area of greatest interest to visitors is the small old quarter that surrounds the cathedral, which sits on a small hill overlooking the bay.	la zona of greatest interes to visitas is la pequeño vieja trimestre eso rodea los cathedral, cuáles sits on a pequeñas hill overlooking la bay.
The visitors all stay far away from the cathedral.	los visitas todas quédate lejos away from las cathedral.
The area of greatest interest to visitors is the small old quarter that surrounds the cathedral, which sits on a small hill overlooking the bay.	The area of greatest interest to visitors is the small old quarter that surrounds the cathedral, which sits on a small hill overlooking the bay.
Visitors like the area around the cathedral.	Visitors like the area around the cathedral.
The area of greatest interest to visitors is the small old quarter that surrounds the cathedral, which sits on a small hill overlooking the bay.	el superficie of greatest interés to visitantes is el pequeño antigua trimestre eso rodea el cathedral, cuál sits on a small colina overlooking el bay.
Visitors like the flowers around the cathedra.	Visitors like the flowers around the cathedra.
The Gorges d'Apreamont (near the little town of Barbizon, famed as a haunt of 19th-century landscape painters) tend to be less crowded.	The Gorges d'Apreamont (near the little town of Barbizon, famed as a haunt of 19th-century landscape painters) tend to be less crowded.
The towns around Barbizon are the most populated.	la ciudades alrededor barbizon están los most populated.
The Gorges d'Apreamont (near the little town of Barbizon, famed as a haunt of 19th-century landscape painters) tend to be less crowded.	las gargantas d'Apreamont (near los little pueblo of Barbizon, famed as a persiguen of 19th-century paisajes painters) tienden to be menos crowded.
There are only 10 people in Gorges d'Apreamont.	allí están solo 10 pueblo in gargantas d'Apreamont.
The Gorges d'Apreamont (near the little town of Barbizon, famed as a haunt of 19th-century landscape painters) tend to be less crowded.	el gargantas d'Apreamont (near las pequeño ciudad of Barbizon, famed as a persiguen of 19th-century paisajes painters) tienden to be menos crowded.
There aren't as many people in the towns near Barbizon.	There aren't as many people in the towns near Barbizon.
Pilgrims would buy honey cakes for this snake and leave them at the temple entrance for it to enjoy.	Pilgrims would buy honey cakes for this snake and leave them at the temple entrance for it to enjoy.
The snake eventually died from complications related to diabetes.	The snake eventually died from complications related to diabetes.
Pilgrims would buy honey cakes for this snake and leave them at the temple entrance for it to enjoy.	Pilgrims would buy honey cakes for this snake and leave them at the temple entrance for it to enjoy.
The snake lived near the entrance to the temple and ate honey cakes.	The snake lived near the entrance to the temple and ate honey cakes.
Pilgrims would buy honey cakes for this snake and leave them at the temple entrance for it to enjoy.	peregrinos would compre cariño tartas para esta serpiente y dejar ellas at las templos entrada para it to enjoy.
The snake would only eat pilgrims attempting to gain access to the temple.	las serpiente would solo coma peregrinos intentando to ganancia accesos to la temple.
Little is known of the earliest Stone Age inhabitants of Europe's southwestern extremity.	pequeña is conocidas of los earliest gema edad habitantes of Europe's sudoeste extremity.
10000 people lived in Europe in the Stone Age.	10000 gente vivió in europa in las piedra Age.
Little is known of the earliest Stone Age inhabitants of Europe's southwestern extremity.	Little is known of the earliest Stone Age inhabitants of Europe's southwestern extremity.
PEople didn't move to Europe until 1000 years after the Stone Age.	personas didn't mover to europa hasta 1000 anos after los stone Age.
Little is known of the earliest Stone Age inhabitants of Europe's southwestern extremity.	Little is known of the earliest Stone Age inhabitants of Europe's southwestern extremity.
Peopel lived in Europe during the Stone Age.	Peopel vivido in europa durante las stone Age.
Just so long as you don't object to being shown up by the resident ten-year-old experts.	just so largos as usted don't objeto to ser mostrado up by la residente ten-year-old experts.
The ten year olds are idiots.	las rte año olds son idiots.
Just so long as you don't object to being shown up by the resident ten-year-old experts.	simplemente so long as usted don't objeto to siendo mostrada up by el residente ten-year-old experts.
The ten year olds know all about science.	el rte año olds sepa todo sobre science.
Just so long as you don't object to being shown up by the resident ten-year-old experts.	Just so long as you don't object to being shown up by the resident ten-year-old experts.
The ten year olds know what they're talking about.	la diez año olds sé qué they're hablando about.
Today the site is called the Temple of Heaven Park (Tiantan Gongyuan).	today la site is llamados la templo of heaven parque (Tiantan Gongyuan).
Temple of Heaven Park is kind of new.	temple of cielo parque is amable of new.
Today the site is called the Temple of Heaven Park (Tiantan Gongyuan).	Today the site is called the Temple of Heaven Park (Tiantan Gongyuan).
Temple of Heaven Park was named that in 2010.	sien of heaven park estaba nombrada que in 2010.
Today the site is called the Temple of Heaven Park (Tiantan Gongyuan).	hoy la sitio is llamada el templos of heaven parque (Tiantan Gongyuan).
The Temple of Heaven Park burned down.	la templo of heaven parques quemada down.
For film buffs, the most interesting display will be the collection of old nickelodeons, autoscopes, and movieola machines that projected the very first moving pictures.	para pelicula buffs, la most interesante display testamento be la colección of viejos nickelodeons, autoscopes, y movieola máquinas que proyectado el very primeros mudanza pictures.
Old nickelodeons are boring for film buffs.	antigua nickelodeons are aburrido para pelicula buffs.
For film buffs, the most interesting display will be the collection of old nickelodeons, autoscopes, and movieola machines that projected the very first moving pictures.	para film buffs, los most interesante display voluntad be el recogida of vieja nickelodeons, autoscopes, y movieola maquinas eso proyectado los very primeros moviendo pictures.
Old nickelodeons are interesting for film buffs.	Old nickelodeons are interesting for film buffs.
For film buffs, the most interesting display will be the collection of old nickelodeons, autoscopes, and movieola machines that projected the very first moving pictures.	para pelicula buffs, las most interesantes visualización testamento be el colección of viejos nickelodeons, autoscopes, y movieola maquinaria eso proyectado la muy primer conmovedor pictures.
Old nickelodeons should be owned by film buffs.	viejos nickelodeons deberia be owned by película buffs.
Continuing east, you pass the unprepossessing modern faaade of the Komische Oper, one of Berlin's most important opera companies.	Continuing east, you pass the unprepossessing modern faaade of the Komische Oper, one of Berlin's most important opera companies.
The Komische Oper is in Australia.	el Komische oper is in Australia.
Continuing east, you pass the unprepossessing modern faaade of the Komische Oper, one of Berlin's most important opera companies.	Continuing east, you pass the unprepossessing modern faaade of the Komische Oper, one of Berlin's most important opera companies.
The Komische Oper is in Germany.	The Komische Oper is in Germany.
Continuing east, you pass the unprepossessing modern faaade of the Komische Oper, one of Berlin's most important opera companies.	Continuing east, you pass the unprepossessing modern faaade of the Komische Oper, one of Berlin's most important opera companies.
The Komische Oper is the most famous one in Germany.	The Komische Oper is the most famous one in Germany.
Miramar, a pleasant residential quarter with fine family homes, benefits from its position alongside the Isla Grande commuter airport.	Miramar, a pleasant residential quarter with fine family homes, benefits from its position alongside the Isla Grande commuter airport.
Miramar has pretty homes.	Miramar has pretty homes.
Miramar, a pleasant residential quarter with fine family homes, benefits from its position alongside the Isla Grande commuter airport.	Miramar, a placentera residenciales trimestre con fine familiar homes, prestaciones desde sus posición alongside los isla grande commuter airport.
Miramar is a dump.	miramar is a dump.
Miramar, a pleasant residential quarter with fine family homes, benefits from its position alongside the Isla Grande commuter airport.	Miramar, a placentera residenciales trimestre con fine familia homes, beneficios desde su posicion alongside las isla grande commuter airport.
Miramar is where rich people live.	miramar is donde rich pueblo live.
If you're looking for an evening alternative to Harvard Square, head to Hispanic-flavored Inman Square, located down Cambridge Street.	If you're mirando para an noche alternativa to harvard Square, cabezal to Hispanic-flavored inman Square, localizada abajo cambridge Street.
Harvard Square is dangerous at night.	harvard cuadrada is peligroso at night.
If you're looking for an evening alternative to Harvard Square, head to Hispanic-flavored Inman Square, located down Cambridge Street.	If you're looking for an evening alternative to Harvard Square, head to Hispanic-flavored Inman Square, located down Cambridge Street.
Harvard Square is the best at night.	harvard cuadrado is las best at night.
If you're looking for an evening alternative to Harvard Square, head to Hispanic-flavored Inman Square, located down Cambridge Street.	If you're buscando para an tardes alternativos to harvard Square, cabezal to Hispanic-flavored inman Square, situado abajo cambridge Street.
Harvard Square isn't great at night.	harvard plaza isn't grandioso at night.
The Great Depression hit California hard.	The Great Depression hit California hard.
California was really hurt by the bad economy.	California was really hurt by the bad economy.
The Great Depression hit California hard.	The Great Depression hit California hard.
California's economy has always thrived.	California's economía ha always thrived.
The Great Depression hit California hard.	The Great Depression hit California hard.
No one in California had jobs.	No uno in california tenido jobs.
The spirit of liberalism prevalent in Europe was tardy in reaching Spain.	los spirit of liberalismo prevalent in europa estaba tardy in alcanzando Spain.
Liberalism came to spain in 1920.	liberalismo vinieron to españa in 1920.
The spirit of liberalism prevalent in Europe was tardy in reaching Spain.	The spirit of liberalism prevalent in Europe was tardy in reaching Spain.
Liberalism didn't come to Spain until later.	liberalismo didn't venga to españa hasta later.
The spirit of liberalism prevalent in Europe was tardy in reaching Spain.	las espíritu of liberalismo prevalent in europa era tardy in alcanzando Spain.
Spain has never been liberal.	Spain has never been liberal.
Cynicism dissolves with your first taste of the town's gentle ambience, created by a clever combination of the comforts of sophisticated modernity with the simpler joys of the wilderness at its back door.	cinismo disuelve con tu primeros gusto of las town's suave ambience, creó by a listo combinación of el confort of sofisticado modernidad con los simpler alegrías of las selva at sus espalda door.
The town is an angry, terrible place.	The town is an angry, terrible place.
Cynicism dissolves with your first taste of the town's gentle ambience, created by a clever combination of the comforts of sophisticated modernity with the simpler joys of the wilderness at its back door.	Cynicism dissolves with your first taste of the town's gentle ambience, created by a clever combination of the comforts of sophisticated modernity with the simpler joys of the wilderness at its back door.
The town is friendly.	la pueblo is friendly.
Cynicism dissolves with your first taste of the town's gentle ambience, created by a clever combination of the comforts of sophisticated modernity with the simpler joys of the wilderness at its back door.	Cynicism dissolves with your first taste of the town's gentle ambience, created by a clever combination of the comforts of sophisticated modernity with the simpler joys of the wilderness at its back door.
The town is so pleasant I never want to leave.	las pueblo is so agradables I jamás querer to leave.
Still there is shade and a flower garden in the middle of the square where locals and visitors alike rendezvous for lunch or dinner dates.	aún ahí is sombra y a flores jardinería in la middle of el plaza where lugareños y visitantes alike rendezvous para almorzar or cenar dates.
People like to eat meals in the garden.	personas como to coma comidas in los garden.
Still there is shade and a flower garden in the middle of the square where locals and visitors alike rendezvous for lunch or dinner dates.	Still there is shade and a flower garden in the middle of the square where locals and visitors alike rendezvous for lunch or dinner dates.
People line up to eat in the garden.	People line up to eat in the garden.
Still there is shade and a flower garden in the middle of the square where locals and visitors alike rendezvous for lunch or dinner dates.	todavía ahi is sombra y a flores jardín in las middle of las cuadrado adonde lugareños y visitantes alike rendezvous para almorzar or cenas dates.
THe garden is smelly so no one wants to eat in it.	THe garden is smelly so no one wants to eat in it.
At night there are many good restaurants, clubs, and theaters to enjoy, and by day there is the glorious beach, complete with an amusement pier, antique carousel, and the nearby shopping arcades.	At night allí son muchas bueno restaurants, clubs, y cines to enjoy, y by day ahi is los glorioso beach, completas con an diversiones pier, antigüedades carousel, y la cerca compras arcades.
There are a lot of 4 star restaurants.	There are a lot of 4 star restaurants.
At night there are many good restaurants, clubs, and theaters to enjoy, and by day there is the glorious beach, complete with an amusement pier, antique carousel, and the nearby shopping arcades.	At noche allí son muchos bueno restaurants, clubs, y teatros to enjoy, y by día ahi is los gloriosa beach, completo con an diversiones pier, antigüedades carousel, y las cercana compras arcades.
There are a lot of place to go both day and night.	ahi están a lot of lugar to go ambas dia y night.
At night there are many good restaurants, clubs, and theaters to enjoy, and by day there is the glorious beach, complete with an amusement pier, antique carousel, and the nearby shopping arcades.	At night ahi son muchos bien restaurants, clubs, y teatros to enjoy, y by dia ahi is las gloriosos beach, completo con an diversiones pier, antiguas carousel, y los cercana shopping arcades.
There is nothing to do there at night.	There is nothing to do there at night.
Beside the cruise port is Flag Hill, rising 700 ft (214 m) above sea level.	Beside el cruceros puertos is bandera Hill, rising 700 ft (214 m) supra mar level.
Flag Hill his very high compared to the rest of town.	flag colina su very high comparado to las reposo of town.
Beside the cruise port is Flag Hill, rising 700 ft (214 m) above sea level.	Beside the cruise port is Flag Hill, rising 700 ft (214 m) above sea level.
Flag Hill is above the sea level.	Flag Hill is above the sea level.
Beside the cruise port is Flag Hill, rising 700 ft (214 m) above sea level.	Beside the cruise port is Flag Hill, rising 700 ft (214 m) above sea level.
Flag Hill is below sea level.	Flag Hill is below sea level.
s great historic moment came in 1864, when its capital, Charlottetown, hosted a meeting of Maritime leaders with delegates from Ontario and Quebec to chart the path to Canada's federal status as a united dominion.	s estupendo históricos momento vinieron in 1864, when su capital, Charlottetown, alojado a reuniones of marítimos líderes con delegados from ontario y québec to gráfico el camino to Canada's federales estado as a united dominion.
Charlottetown hosted leaders who were changing the maritime industry.	Charlottetown hosted leaders who were changing the maritime industry.
s great historic moment came in 1864, when its capital, Charlottetown, hosted a meeting of Maritime leaders with delegates from Ontario and Quebec to chart the path to Canada's federal status as a united dominion.	s great historic moment came in 1864, when its capital, Charlottetown, hosted a meeting of Maritime leaders with delegates from Ontario and Quebec to chart the path to Canada's federal status as a united dominion.
Charlottetown hosted leaders.	Charlottetown hosted leaders.
s great historic moment came in 1864, when its capital, Charlottetown, hosted a meeting of Maritime leaders with delegates from Ontario and Quebec to chart the path to Canada's federal status as a united dominion.	s genial históricas momento vinieron in 1864, cuando su capital, Charlottetown, acogió a reunión of marítimo lideres con delegadas desde ontario y québec to gráfica los camino to Canada's federales situación as a unido dominion.
Charlottetown was most famous in 2019.	charlottetown fue most famosas in 2019.
Another important defeat took place at Rocroi, in Flanders, in 1643, when Spanish troops, never to regain their former glory, were routed by the French.	another importante derrota tomó lugar at Rocroi, in Flanders, in 1643, cuando castellano troops, jamas to regain sus antiguo glory, estaban routed by las French.
Rocroi is where the Spanish people won.	Rocroi is where the Spanish people won.
Another important defeat took place at Rocroi, in Flanders, in 1643, when Spanish troops, never to regain their former glory, were routed by the French.	another importantes derrotas tomó lugar at Rocroi, in Flanders, in 1643, cuándo espanol troops, jamas to regain sus antiguo glory, estaban routed by la French.
Rocroi saw 1000 Spanish troops killed.	Rocroi saw 1000 Spanish troops killed.
Another important defeat took place at Rocroi, in Flanders, in 1643, when Spanish troops, never to regain their former glory, were routed by the French.	otro importantes derrotas tomó place at Rocroi, in Flanders, in 1643, cuándo española troops, jamás to regain sus ex glory, eran routed by las French.
Rocroi was where the Spanish were beaten.	rocroi era dónde el española estaban beaten.
Next to the church is all that remains of Contra-Aquincum an excavated square with benches and a small display of tablets and reliefs found on the site.	proxima to las iglesia is todos que restos of Contra-Aquincum an excavado cuadrada con bancos y a pequeño visualización of tabletas y relieves encontrado on los site.
The square had nowhere to sit.	The square had nowhere to sit.
Next to the church is all that remains of Contra-Aquincum an excavated square with benches and a small display of tablets and reliefs found on the site.	next to los iglesia is todas eso restos of Contra-Aquincum an excavado plaza con bancos y a pequeñas display of tabletas y relieves encontrado on el site.
There's a square near the church.	There's a cuadrado cerca la church.
Next to the church is all that remains of Contra-Aquincum an excavated square with benches and a small display of tablets and reliefs found on the site.	Next to the church is all that remains of Contra-Aquincum an excavated square with benches and a small display of tablets and reliefs found on the site.
There's a square that has ten benches in it.	There's a plaza eso ha ten bancos in it.
There are also plenty of venues for more  risque  or avant-garde performances.	allí están tambien abundancia of sedes para more risque or avant-garde performances.
All of the venues have child-friendly events.	todo of los sedes tienen child-friendly events.
There are also plenty of venues for more  risque  or avant-garde performances.	ahi are igualmente abundancia of sedes para mas risque or avant-garde performances.
There are places that have strip tease shows.	allí están lugares que tengan tiras provocadora shows.
There are also plenty of venues for more  risque  or avant-garde performances.	There are also plenty of venues for more risque or avant-garde performances.
There are places to that have adult performances.	ahí están plazas to eso tienen adulto performances.
Ask your travel agency or the Berlin tourist office for details of upcoming programs, and book in advance where possible.	Ask your travel agency or the Berlin tourist office for details of upcoming programs, and book in advance where possible.
It's best to book 6 months ahead of your visit.	It's best to book 6 months ahead of your visit.
Ask your travel agency or the Berlin tourist office for details of upcoming programs, and book in advance where possible.	pregunte tus viajes agencia or las berlín turística office para detalles of próximos programs, y libro in adelantado donde possible.
It's best to book early.	It's mejor to libro early.
Ask your travel agency or the Berlin tourist office for details of upcoming programs, and book in advance where possible.	pregunta su viajes agency or los berlin turistas despacho para detalles of próximamente programs, y libro in adelanto dónde possible.
You can just book when you are there.	vos puedo simplemente libro when vos son there.
Back in town, a waterfront stroll takes you through Chinatown on Jalan Bandar.	Back in town, a waterfront stroll takes you through Chinatown on Jalan Bandar.
Chinatown is on the water in San Diego.	Chinatown is on the water in San Diego.
Back in town, a waterfront stroll takes you through Chinatown on Jalan Bandar.	regreso in town, a waterfront pasear toma tu mediante chinatown on jalan Bandar.
Chinatown is on the water.	chinatown is on las water.
Back in town, a waterfront stroll takes you through Chinatown on Jalan Bandar.	regreso in town, a waterfront pasear toma te through chinatown on jalan Bandar.
Chinatown is very far from the water.	Chinatown is very far from the water.
Later it held courts of law, and justice was dispensed here.	Later it held courts of law, and justice was dispensed here.
IT was just for church.	IT fue solo para church.
Later it held courts of law, and justice was dispensed here.	Later it held courts of law, and justice was dispensed here.
It had court held there for divorces and family matters.	It had court held there for divorces and family matters.
Later it held courts of law, and justice was dispensed here.	Later it held courts of law, and justice was dispensed here.
It had court held there.	It había corte celebrada there.
Just east of the Star Ferry terminal, you'll come to City Hall.	Just east of the Star Ferry terminal, you'll come to City Hall.
City Hall is 2 blocks east of the terminal.	ciudad vestíbulo is 2 bloques east of la terminal.
Just east of the Star Ferry terminal, you'll come to City Hall.	Just east of the Star Ferry terminal, you'll come to City Hall.
City Hall is near the ferry terminal.	ciudad vestíbulo is cerca la transbordadores terminal.
Just east of the Star Ferry terminal, you'll come to City Hall.	Just east of the Star Ferry terminal, you'll come to City Hall.
City Hall is very far from the terminal.	City Hall is very far from the terminal.
Without doubt, the initial lure of the city is its numerous historic buildings.	Without doubt, the initial lure of the city is its numerous historic buildings.
The city also has a university and a harbor that are interesting.	The city also has a university and a harbor that are interesting.
Without doubt, the initial lure of the city is its numerous historic buildings.	Without doubt, the initial lure of the city is its numerous historic buildings.
The city was just constructed a few years ago and does not have much history.	el ciudad estaba just construido a pocos anos ago y hace not tener much history.
Without doubt, the initial lure of the city is its numerous historic buildings.	sin doubt, el iniciales señuelo of el ciudad is sus numeroso históricas buildings.
There are many historical buildings that are interesting.	ahi are muchas histórico inmuebles eso are interesting.
The principal shopping and strolling avenues are the elegant Passeig de Gracia, Barcelona's version of the Champs d'Elysee, and pedestrian-only Rambla de Catalunya, an uptown segment of La Rambla.	el principal tiendas y paseando avenidas are las elegante Passeig de Gracia, Barcelona's versión of las campeones d'Elysee, y pedestrian-only rambla de Catalunya, an uptown segmento of La Rambla.
Commercial activity and pedestrians are prohibited in Passeig de Gracia.	Commercial activity and pedestrians are prohibited in Passeig de Gracia.
The principal shopping and strolling avenues are the elegant Passeig de Gracia, Barcelona's version of the Champs d'Elysee, and pedestrian-only Rambla de Catalunya, an uptown segment of La Rambla.	The principal shopping and strolling avenues are the elegant Passeig de Gracia, Barcelona's version of the Champs d'Elysee, and pedestrian-only Rambla de Catalunya, an uptown segment of La Rambla.
Shopping prices in these areas are slightly higher than other nearby areas.	compras precios in estos zonas son ligeramente superior than otros cerca areas.
The principal shopping and strolling avenues are the elegant Passeig de Gracia, Barcelona's version of the Champs d'Elysee, and pedestrian-only Rambla de Catalunya, an uptown segment of La Rambla.	The principal shopping and strolling avenues are the elegant Passeig de Gracia, Barcelona's version of the Champs d'Elysee, and pedestrian-only Rambla de Catalunya, an uptown segment of La Rambla.
There are shopping areas in the uptown segment of La Rambla.	There are shopping areas in the uptown segment of La Rambla.
Human resources systems were consolidated and new corporate structures were quickly defined to ensure continued support to the enlarged customer base.	Human resources systems were consolidated and new corporate structures were quickly defined to ensure continued support to the enlarged customer base.
By consolidating human resources systems, room was created for new corporate structures.	By consolidación humanos recursos systems, sala era creada para nuevo corporativa structures.
Human resources systems were consolidated and new corporate structures were quickly defined to ensure continued support to the enlarged customer base.	humano recursos systems eran consolidada y nuevo empresarial estructuras estaban rapido definida to ensure continuó soporte to las ampliado clienta base.
Corporate structures were created.	corporativo estructuras eran created.
Human resources systems were consolidated and new corporate structures were quickly defined to ensure continued support to the enlarged customer base.	humano recursos sistemas fueron consolidados y nuevo corporativas estructuras fueron rápidamente definida to ensure continuado apoyo to el ampliado clientes base.
Human resource systems were expanded beyond their previous state.	humanas recurso systems eran ampliada beyond sus anterior state.
Although funding strategies can be improved, funding is available for this work.	aunque financiamiento estrategias puede be improved, financiación is disponible para esto work.
There are resources available for these tasks.	ahí están recursos disponible para estos tasks.
Although funding strategies can be improved, funding is available for this work.	aunque financiamiento estrategias puedo be improved, financiación is disponible para esto work.
There is no available funding for the work.	There is no available funding for the work.
Although funding strategies can be improved, funding is available for this work.	Although funding strategies can be improved, funding is available for this work.
There is not enough funding for the work.	allí is no suficiente financiación para los work.
The statistics on rural routes presented in this paper are based on the 1989 National Mail Count data.c	el estadística on rural rutas presentada in esto ponencia son basada on las 1989 nacionales correspondencia conde data.c
The statistics in this paper are based on a 2001 report.	el estadística in esto ponencia son basado on a 2001 report.
The statistics on rural routes presented in this paper are based on the 1989 National Mail Count data.c	las estadísticas on rurales rutas presentada in esto ponencia están basado on el 1989 nacional correspondencia cuenta data.c
The statistics in this paper are outdated.	la estadísticas in este papel están outdated.
The statistics on rural routes presented in this paper are based on the 1989 National Mail Count data.c	The statistics on rural routes presented in this paper are based on the 1989 National Mail Count data.c
This paper includes data on rural routes.	This paper includes data on rural routes.
Executives could also receive a rating of provisional or fail for each element.	ejecutivas podrían tambien reciba a calificar of provisional or falla para cada element.
Each element the executive is tested on could result in different ratings.	cada elemento los ejecutiva is probada on podrían resultado in distinto ratings.
Executives could also receive a rating of provisional or fail for each element.	ejecutivas podría igualmente reciba a calificar of provisional or falla para cada element.
Executives can't fail.	ejecutivos can't fail.
Executives could also receive a rating of provisional or fail for each element.	Executives could also receive a rating of provisional or fail for each element.
Executives must get rated well in order to continue.	Executives must get rated well in order to continue.
A subject that is discussed during the entry interview is the household's reaction to advertising mail.	A sujeto que is discutimos durante las entrada entrevista is el household's reacciones to publicidad mail.
Disagreeing in the entry interview won't get you the job.	Disagreeing in el entrada entrevista won't consigue tú las job.
A subject that is discussed during the entry interview is the household's reaction to advertising mail.	A tema eso is discutida durante la entrada entrevistas is los household's reacción to publicidad mail.
The entry interview doesn't mention anything about advertising mail.	The entry interview doesn't mention anything about advertising mail.
A subject that is discussed during the entry interview is the household's reaction to advertising mail.	A subject that is discussed during the entry interview is the household's reaction to advertising mail.
The entry interview includes a bit about how people react to advertising mail.	las entrada entrevista incluye a bit sobre cómo gente reacciona to publicidad mail.
189 and the user costs are estimated in the same way.	189 y las usuarios costos are estimado in las misma way.
They guessed about the user cost.	ellos adivinado acerca los usuario cost.
189 and the user costs are estimated in the same way.	189 and the user costs are estimated in the same way.
They guessed the user costs were $10000.	They guessed the user costs were $10000.
189 and the user costs are estimated in the same way.	189 y las usuario costo están estimación in las misma way.
They knew the exact user costs.	ellas sabia las exacto usuarios costs.
For example, in GGD, a design study was done as a separate job, culminating	For example, in GGD, a design study was done as a separate job, culminating
A design study never occurred.	A design study never occurred.
For example, in GGD, a design study was done as a separate job, culminating	For example, in GGD, a design study was done as a separate job, culminating
A design study was conducted in isolation.	A diseño estudia estaba conducted in isolation.
For example, in GGD, a design study was done as a separate job, culminating	For example, in GGD, a design study was done as a separate job, culminating
The design study was not successful.	las diseño estudia estaba not successful.
All nine responding agencies report participation in a	All nine responding agencies report participation in a
Only two of the nine agencies bothered to respond to our questions about participation.	sólo dos of los nine agencias molestado to responda to nuestras preguntas acerca participation.
All nine responding agencies report participation in a	todas nine responder agencias denunciar participación in a
There were nine agencies that responded affirmatively that they participated.	There were nine agencies that responded affirmatively that they participated.
All nine responding agencies report participation in a	All nine responding agencies report participation in a
These nine agencies are pleased that they had such a high participation level.	estos nine organismos están complace eso ellas tuvo tal a alta participación level.
Since 1996, households' wealthincome ratio has increased rapidly-peaking at 6.4 in 1999.	Since 1996, households' wealthincome ratio has increased rapidly-peaking at 6.4 in 1999.
Households all earned $10000 more last year.	hogares all ganados $10000 más último year.
Since 1996, households' wealthincome ratio has increased rapidly-peaking at 6.4 in 1999.	Since 1996, households' wealthincome ratio has increased rapidly-peaking at 6.4 in 1999.
Households have been losing a lot of wealth.	Households have been losing a lot of wealth.
Since 1996, households' wealthincome ratio has increased rapidly-peaking at 6.4 in 1999.	desde 1996, households' wealthincome cociente tiene aumentado rapidly-peaking at 6.4 in 1999.
Households have gotten a lot more wealthincome ratio.	hogares han gotten a lote mas wealthincome ratio.
In the subclass approach, the basic and the workshare category are each given a percentage markup over cost, in order to obtain their average rate.	In the subclass approach, the basic and the workshare category are each given a percentage markup over cost, in order to obtain their average rate.
The basic category is more than cost.	The basic category is more than cost.
In the subclass approach, the basic and the workshare category are each given a percentage markup over cost, in order to obtain their average rate.	In the subclass approach, the basic and the workshare category are each given a percentage markup over cost, in order to obtain their average rate.
The price is 10% more than cost.	las precios is 10% more than cost.
In the subclass approach, the basic and the workshare category are each given a percentage markup over cost, in order to obtain their average rate.	In las subclase approach, el básico y las workshare categoria are cada dado a porcentaje markup over cost, in orden to obtener su promedio rate.
The price is always less than cost.	la precios is always menos than cost.
It is the duty of a CIO to manage expectations and help ensure that all members of a CIO organization have a clear understanding of their responsibilities.	It is the duty of a CIO to manage expectations and help ensure that all members of a CIO organization have a clear understanding of their responsibilities.
The CIO has many duties, including managing expectations and making sure members understand their responsibilities.	los cio tiene muchas duties, incluyendo gestión expectativa y haciendo claro miembros comprender sus responsibilities.
It is the duty of a CIO to manage expectations and help ensure that all members of a CIO organization have a clear understanding of their responsibilities.	It is the duty of a CIO to manage expectations and help ensure that all members of a CIO organization have a clear understanding of their responsibilities.
The CIO has no idea what the responsibilities of members are and isn't responsible for informing them.	el cio tiene no idea qué las responsabilidades of diputados están y isn't responsable para informando them.
It is the duty of a CIO to manage expectations and help ensure that all members of a CIO organization have a clear understanding of their responsibilities.	It is las deber of a cio to administra expectativa y ayudar ensure eso todos miembros of a cio organización tener a claro comprendiendo of sus responsibilities.
The CIO must communicate frequently with members to outline their responsibilities.	The CIO must communicate frequently with members to outline their responsibilities.
19 Assuming four months of work prior to contract award, a total elapsed time of 13 months would have been necessary to retrofit this 675 MWe boiler.	19 suponiendo cuatro meses of trabaje prior to contractual award, a total transcurrido hora of 13 meses would tengan sido necesarias to retrofit esta 675 mwe boiler.
It only took two months to retrofit it.	It sólo tomó dos meses to retrofit it.
19 Assuming four months of work prior to contract award, a total elapsed time of 13 months would have been necessary to retrofit this 675 MWe boiler.	19 asumiendo four meses of trabajos previo to contrato award, a total transcurrido time of 13 meses would han sido necesarios to retrofit esto 675 mwe boiler.
It took 13 months to retrofit the boiler for the submarine.	It tomó 13 meses to retrofit las calderas para la submarine.
19 Assuming four months of work prior to contract award, a total elapsed time of 13 months would have been necessary to retrofit this 675 MWe boiler.	19 asumiendo cuatro meses of trabajos previa to contrato award, a total transcurrido time of 13 meses would han sido necesarios to retrofit esta 675 mwe boiler.
