original_sentence	augmented_sentence
For example, in 1983 the Old-Age and Survivors Insurance trust fund borrowed from the Disability Insurance and Hospital Insurance trust funds.	For example, in 1983 the Old-Age and Survivors Insurance trust fund borrowed from the Disability Insurance and Hospital Insurance trust funds.
The trust fund has never needed to borrow.	The 信任 基金 has 從來沒有 需要 to borrow.
For example, in 1983 the Old-Age and Survivors Insurance trust fund borrowed from the Disability Insurance and Hospital Insurance trust funds.	For example, in 1983 the Old-Age 和 生還者 保險 信任 基金 借 來自 the 殘障 保險 還有 醫院 保險 信託 funds.
The trust fund needed to borrow money.	The 信託 基金 需要 to 借用 money.
1) Increasing penetration of alternative modes of communication	1) Increasing penetration of alternative modes of communication
Alternate communication makes up 60% of communication now.	候補 溝通 makes up 60% of 溝通 now.
1) Increasing penetration of alternative modes of communication	1) Increasing penetration of alternative modes of communication
Everyone just uses letters.	Everyone just uses letters.
1) Increasing penetration of alternative modes of communication	1) 增加 滲透 of alternative 模式 of 溝通
Other modes of communication are becomming more popular.	Other modes of communication are becomming more popular.
The estimates derived from the long-term exposure studies, which account for a major share of the benefits in the Base Estimate, are not affected.	The estimates derived from the long-term exposure studies, which account for a major share of the benefits in the Base Estimate, are not affected.
The estimates all look at people who are exposed just once.	The 估計 全部 look at 人們 誰 are 曝光 只是 once.
The estimates derived from the long-term exposure studies, which account for a major share of the benefits in the Base Estimate, are not affected.	The estimates derived from the long-term exposure studies, which account for a major share of the benefits in the Base Estimate, are not affected.
The estimates deal with long-term exposure, so the short-term is probably a lot less.	The 估計 交易 with long-term exposure, so the short-term is probably a lot less.
The estimates derived from the long-term exposure studies, which account for a major share of the benefits in the Base Estimate, are not affected.	The estimates derived from the long-term exposure studies, which account for a major share of the benefits in the Base Estimate, are not affected.
The estimates deal with long-term exposure.	The estimates deal with long-term exposure.
Efficacy trials are the first step, but implementation of proven alcohol screening and brief intervention systems in hospital- and community-based settings has been the most difficult part of the process.	功效 審判 are the 首先 step, 但 implementation of proven 酒 篩選 還有 簡短 干預 系統 in hospital- 和 community-based 設定 has been the 大多 難 part of the process.
First you do an efficacy trial.	第一 你 do an 功效 trial.
Efficacy trials are the first step, but implementation of proven alcohol screening and brief intervention systems in hospital- and community-based settings has been the most difficult part of the process.	功效 審判 are the 第一 step, 不過 implementation of proven 酒類 篩選 和 簡短 干涉 系統 in hospital- 和 community-based 設定 has been the 大多數 難 part of the process.
First you'll need to test the efficacy of an intervention.	First you'll need to test the efficacy of an intervention.
Efficacy trials are the first step, but implementation of proven alcohol screening and brief intervention systems in hospital- and community-based settings has been the most difficult part of the process.	Efficacy trials are the first step, but implementation of proven alcohol screening and brief intervention systems in hospital- and community-based settings has been the most difficult part of the process.
The efficacy test is the last step.	The 功效 試驗 is the 最後 step.
Second, the ED is a fast-paced environment in which providers cannot easily find time to conduct brief alcohol interventions, even if they have the training, skills, and desire to do so.	Second, the ED is a fast-paced 環境 in which providers cannot easily 尋找 時間 to 行為 簡短 酒精 interventions, 甚至 if 他們 have the training, skills, 而且 慾望 to do so.
The ED is leisurely and relaxed.	The ED is leisurely and relaxed.
Second, the ED is a fast-paced environment in which providers cannot easily find time to conduct brief alcohol interventions, even if they have the training, skills, and desire to do so.	Second, the ED is a fast-paced environment in which providers cannot easily find time to conduct brief alcohol interventions, even if they have the training, skills, and desire to do so.
Things move really fast in the ED because they see 2000 patients a week.	事情 移動 really 快速 in the ED 因為 它們 見 2000 病患 a week.
Second, the ED is a fast-paced environment in which providers cannot easily find time to conduct brief alcohol interventions, even if they have the training, skills, and desire to do so.	Second, the ED is a fast-paced 環境 in which providers cannot easily 找到 時光 to 行為 簡短 酒 interventions, 甚至 if 她們 have the training, skills, 還有 慾望 to do so.
Things move really fast in the ED.	Things move really fast in the ED.
This is a large challenge and a large expectation for any one system of intervention.	This is a large challenge and a large expectation for any one system of intervention.
Every kind of intervention has challenges, but some have much more than others.	每個 善良 of 干涉 has challenges, 不過 一些 have much 更多 than others.
This is a large challenge and a large expectation for any one system of intervention.	這個 is a 大型 挑戰 還有 a 大型 預期 for 任何 one 系統 of intervention.
Most interventions are perfect.	Most interventions are perfect.
This is a large challenge and a large expectation for any one system of intervention.	This is a large challenge and a large expectation for any one system of intervention.
One kind of intervention has a big challenge, no matter what.	一個 善良 of 干涉 has a big challenge, no matter what.
When the travel voucher is being processed, the automated system could compare the information on the actual charges processed by the charge card company with those claimed on the voucher.	When the travel voucher is being processed, the automated system could compare the information on the actual charges processed by the charge card company with those claimed on the voucher.
When the travel voucher is used, the system can compare the info to make sure there is no fraud.	當 the 旅費 憑證 is used, the 系統 can 比較 the info to make sure there is no fraud.
When the travel voucher is being processed, the automated system could compare the information on the actual charges processed by the charge card company with those claimed on the voucher.	當 the 旅遊 憑單 is being processed, the 自動化 系統 could 比較 the 資訊 on the 實際 收費 processed by the 充電 卡片 公司 with 那些 聲稱 on the voucher.
When the travel voucher is used, the system can compare the info.	When the travel voucher is used, the system can compare the info.
When the travel voucher is being processed, the automated system could compare the information on the actual charges processed by the charge card company with those claimed on the voucher.	When the travel voucher is being processed, the automated system could compare the information on the actual charges processed by the charge card company with those claimed on the voucher.
When the travel voucher is used, the system freaks out and won't work.	When the travel voucher is used, the system freaks out and won't work.
The use of technology may reduce the time needed for providers and staff to personally provide screening and intervention services and target patients who can derive benefit from the brief intervention messages.	The use of technology may reduce the time needed for providers and staff to personally provide screening and intervention services and target patients who can derive benefit from the brief intervention messages.
Technology can reduce how long providers and staff need to screen people by up to 80%.	科技 can 減少 如何 久 providers 和 staff 需要 to 螢幕 人民 by up to 80%.
The use of technology may reduce the time needed for providers and staff to personally provide screening and intervention services and target patients who can derive benefit from the brief intervention messages.	The 利用 of 技術 may 減少 the 時光 需要 for providers 和 staff to 親自 提供 篩選 還有 干預 服務 而且 目標 病患 誰 can derive 受益 從 the 簡短 干預 messages.
Technology can reduce how long providers and staff need to screen people.	科技 can 減少 如何 長 providers 還有 staff 需要 to 螢幕 people.
The use of technology may reduce the time needed for providers and staff to personally provide screening and intervention services and target patients who can derive benefit from the brief intervention messages.	The 利用 of 技術 五月 減少 the 時光 需要 for providers 而且 staff to 親自 提供 甄別 而且 干涉 服務業 還有 目標 病患 誰 can derive 受益 來自 the 簡短 干預 messages.
Technology doesn't help screening at all.	Technology doesn't help screening at all.
12HEI sponsored the multi-city the National Morbidity, Mortality, and Air Pollution Study (NMMAPS).	12HEI sponsored the multi-city the National Morbidity, Mortality, and Air Pollution Study (NMMAPS).
12HEI is on a license plate.	12HEI is on a 執照 plate.
12HEI sponsored the multi-city the National Morbidity, Mortality, and Air Pollution Study (NMMAPS).	12HEI 贊助 the multi-city the 國家 Morbidity, Mortality, 和 航空 污染 研究 (NMMAPS).
12HEI is related directly to air pollution.	12HEI is 相關 直接 to air pollution.
12HEI sponsored the multi-city the National Morbidity, Mortality, and Air Pollution Study (NMMAPS).	12HEI sponsored the multi-city the National Morbidity, Mortality, and Air Pollution Study (NMMAPS).
12HEI was a sponsor for the project.	12HEI was a 贊助 for the project.
I would be pleased to respond to any questions that the Members of the Subcommittee may have.	I would be pleased to respond to any questions that the Members of the Subcommittee may have.
I don't take questions.	I don't take questions.
I would be pleased to respond to any questions that the Members of the Subcommittee may have.	I would be pleased to respond to 任何 問題 那個 the 成員 of the Subcommittee may have.
I like to talk about my work so I would love to answer questions.	I like to talk about my work so I would love to answer questions.
I would be pleased to respond to any questions that the Members of the Subcommittee may have.	I would be pleased to respond to 任何 問題 那個 the 成員 of the Subcommittee 五月 have.
I'd love to answer questions.	I'd love to answer questions.
The resources we are requesting for fiscal year 2002 are critical to sustaining our high-level of performance and service to the Congress.	The 資源 we are requesting for 財政 年度 2002 are 臨界 to sustaining our high-level of 業績 和 服務 to the Congress.
We are requesting the $3billion we need.	We are requesting the $3billion we need.
The resources we are requesting for fiscal year 2002 are critical to sustaining our high-level of performance and service to the Congress.	The 資源 we are requesting for 財政 年 2002 are 批判 to sustaining our high-level of 績效 還有 服務 to the Congress.
We are requesting the money we need for this year.	We are requesting the money we need for this year.
The resources we are requesting for fiscal year 2002 are critical to sustaining our high-level of performance and service to the Congress.	The 資源 we are requesting for 財政 年份 2002 are 批判 to sustaining our high-level of 績效 還有 服務 to the Congress.
We didn't ask for any money this year.	We didn't 問 for 任何 錢 這 year.
TABLE A.- TOTAL MERCURY ALLOWANCES ALLOCATED OR AUCTIONED FOR EGUS	表 A.- 總計 水星 津貼 ALLOCATED OR AUCTIONED FOR EGUS
Mercury can't be above 10 ppm.	Mercury can't be above 10 ppm.
TABLE A.- TOTAL MERCURY ALLOWANCES ALLOCATED OR AUCTIONED FOR EGUS	表 A.- 總計 水銀 津貼 ALLOCATED OR AUCTIONED FOR EGUS
Mercury has allowances that are set.	Mercury has allowances that are set.
TABLE A.- TOTAL MERCURY ALLOWANCES ALLOCATED OR AUCTIONED FOR EGUS	TABLE A.- TOTAL MERCURY ALLOWANCES ALLOCATED OR AUCTIONED FOR EGUS
There are no rules about mercury.	There are no rules about mercury.
Figure 3 shows the basic results for the two models.	Figure 3 shows the basic results for the two models.
Figure 3 shows how the models calculate the incomes.	Figure 3 shows how the models calculate the incomes.
Figure 3 shows the basic results for the two models.	Figure 3 shows the basic results for the two models.
Figure 3 shows the rate of growth of the city.	Figure 3 shows the rate of growth of the city.
Figure 3 shows the basic results for the two models.	圖 3 顯示 the 基本 成果 for the 兩 models.
Figure 3 shows what the models do.	圖 3 顯示 what the 模特兒 do.
In this hybrid, the CEO assigns central control to a corporate CIO and supporting CIO organization, while delegating specific authority to each business unit for managing its own unique information management requirements.	In 這 hybrid, the ceo assigns 中央 控制 to a 公司 cio 還有 supporting cio organization, while delegating 具體 權威 to 每個 企業 單元 for 管理 its own 獨特 資訊 管理 requirements.
A supporting CIO and corporate CIO might share control of a company in some organizations.	A supporting cio 還有 公司 cio might 共用 控制權 of a 公司 in 有些 organizations.
In this hybrid, the CEO assigns central control to a corporate CIO and supporting CIO organization, while delegating specific authority to each business unit for managing its own unique information management requirements.	In this hybrid, the CEO assigns central control to a corporate CIO and supporting CIO organization, while delegating specific authority to each business unit for managing its own unique information management requirements.
Corporate CIOs are generally paid less than CEOs.	Corporate CIOs are generally paid less than CEOs.
In this hybrid, the CEO assigns central control to a corporate CIO and supporting CIO organization, while delegating specific authority to each business unit for managing its own unique information management requirements.	In 這個 hybrid, the ceo assigns 中央 控制 to a 公司 cio 而且 supporting cio organization, while delegating 具體 權威 to 每個 業務 單位 for 管理 its own 獨一無二 資訊 管理 requirements.
In hybrid organizations the CEO maintains direct central control of the organization.	In 混血兒 organizations the 總裁 maintains 直接 中央 控制 of the organization.
C-R functions may also be estimated with or without explicit thresholds.	C-R 函數 may 也 be 估計 with or without 明示 thresholds.
C-R functions can be estimated a couple different ways and then published for the reader to decide.	C-R 函數 can be 預估 a 夫婦 不同 ways 而且 那麼 發表 for the 讀者 to decide.
C-R functions may also be estimated with or without explicit thresholds.	C-R 函數 may 還 be 預估 with or without 明文 thresholds.
C-R functions can be estimated a couple different ways.	C-R 函數 can be 估計 a 夫婦 不同 ways.
C-R functions may also be estimated with or without explicit thresholds.	C-R 函數 五月份 還 be 預估 with or without 明文 thresholds.
C-R functions can never be estimated.	C-R 函數 can 從未 be estimated.
In addition, few postal administrations pay their employees as large a wage premium as does the U.S.	In addition, few 郵政 administrations 付款 their 員工 as 大型 a 工資 保險費 as does the U.S.
In many countries postal employees make less than five dollars a day.	In 許多 國家 郵政 員工 make 少了 than 五個 美元 a day.
In addition, few postal administrations pay their employees as large a wage premium as does the U.S.	In addition, few postal administrations pay their employees as large a wage premium as does the U.S.
Postal employees in the US make much less money that postal workers in other countries.	郵政 員工 in the US make much 少了 金錢 那個 郵政 勞動者 in 其他 countries.
In addition, few postal administrations pay their employees as large a wage premium as does the U.S.	In addition, few 郵政 administrations 付費 their 員工 as 大型 a 工資 保費 as does the U.S.
The US pays postal employees better than most countries.	The US pays 郵政 僱員 更好 than 多數 countries.
We have already come a long way, and much is left to do.	We have already come a long way, and much is left to do.
Everything is finally done and we have nothing more to do.	一切 is 終於 完成 還有 we have nothing 多 to do.
We have already come a long way, and much is left to do.	We have already come a long way, and much is left to do.
There are exactly five more tasks that must still be accomplished.	There are exactly 五 更多 任務 那個 必須 依然 be accomplished.
We have already come a long way, and much is left to do.	We have 已經 come a 久 way, 而且 much is 左 to do.
We still have things to do even tho we have come so far.	We still have things to do even tho we have come so far.
Dr. Gentilello recommends the development of an ED alcohol research center.	Dr. Gentilello recommends the development of an ED alcohol research center.
An ED alcohol research center is recommended by some.	An ED 酒精 研究 中心 is 推薦 by some.
Dr. Gentilello recommends the development of an ED alcohol research center.	Dr. Gentilello recommends the development of an ED alcohol research center.
Dr. Gentilello believes that too much money is already devoted to research.	Dr. Gentilello believes 那個 太 much 錢 is 已經 devoted to research.
Dr. Gentilello recommends the development of an ED alcohol research center.	Dr. Gentilello recommends the 發展 of an ED 酒精 研究 center.
This research center would employ up to ten people.	這 研究 中心 would employ up to ten people.
The United States Bureau of the Census has grouped the 1990 Census of Population and Housing data using 5-Digit ZIP Codes.	The United 國家 主席團 of the 人口普查 has grouped the 1990 人口普查 of 人口 還有 住房 資料 使用 5-Digit zip Codes.
The United States Census Bureau has organized its data by Zip Code since the 1960s.	The United 國家 人口普查 主席團 has organized its 資料 by zip 編碼 since the 1960s.
The United States Bureau of the Census has grouped the 1990 Census of Population and Housing data using 5-Digit ZIP Codes.	The United States Bureau of the Census has grouped the 1990 Census of Population and Housing data using 5-Digit ZIP Codes.
The data concerning Population and Housing gathered in the 1990 Census is organized by ZIP Code.	The data concerning Population and Housing gathered in the 1990 Census is organized by ZIP Code.
The United States Bureau of the Census has grouped the 1990 Census of Population and Housing data using 5-Digit ZIP Codes.	The United 國家 主席團 of the 人口普查 has grouped the 1990 普查 of 人口 還有 住房 資料 使用 5-Digit 拉鍊 Codes.
There was no United States Census conducted in 1990.	There was no United 國家 普查 conducted in 1990.
Significant differences were noted, however, as	Significant 差額 were noted, however, as
The differences were so significant that they were written down.	The differences were so significant that they were written down.
Significant differences were noted, however, as	Significant 差額 were noted, however, as
There was absolutely no detectable difference.	There was absolutely no detectable difference.
Significant differences were noted, however, as	Significant differences were noted, however, as
There were apparent, notable differences.	There were apparent, notable differences.
Even if withdrawal were allowed, this may not protect the attorney from ethical obligations to vigorously represent the client, or from claims of malpractice.	甚至 if 撤回 were allowed, 這個 五月 not 保護 the attorney 來自 倫理 義務 to vigorously represent the client, or 從 債權 of malpractice.
If an attorney withdraws from a case they will be free from all obligation and liability.	If an attorney withdraws 來自 a 案件 她們 威爾 be free 來自 all 義務 還有 liability.
Even if withdrawal were allowed, this may not protect the attorney from ethical obligations to vigorously represent the client, or from claims of malpractice.	Even if withdrawal were allowed, this may not protect the attorney from ethical obligations to vigorously represent the client, or from claims of malpractice.
Nationally, attorneys withdraw from only five percent of all cases.	Nationally, attorneys withdraw from only five percent of all cases.
Even if withdrawal were allowed, this may not protect the attorney from ethical obligations to vigorously represent the client, or from claims of malpractice.	甚至 if 撤回 were allowed, 這個 五月份 not 保護 the attorney 從 倫理 義務 to vigorously represent the client, or 來自 債權 of malpractice.
The attorney may face liability even if they withdraw from the case.	The attorney 五月 臉部 責任 甚至 if 她們 收回 從 the case.
We look forward to your continued support and working even more closely with you and your staff this year and in fiscal year 2002.	We look forward to your continued support and working even more closely with you and your staff this year and in fiscal year 2002.
We intend to sever our relationship with your organization effective immediately.	We intend to sever our 關係 with 你的 組織 有效 immediately.
We look forward to your continued support and working even more closely with you and your staff this year and in fiscal year 2002.	We look 向前 to 你的 continued 支援 還有 工作 甚至 更 closely with 你 還有 你的 staff 這 年份 而且 in 財政 年份 2002.
We worked closely with seven different employees this year.	We worked closely with seven different employees this year.
We look forward to your continued support and working even more closely with you and your staff this year and in fiscal year 2002.	We look 向前 to 你的 continued 支援 還有 工作 甚至 多 closely with 你 和 你的 staff 這個 年 和 in 財政 年 2002.
You have done something to support us in this past year.	你 have 完成 something to 支援 us in 這 過往 year.
Requiring attorneys to monitor the movements of eligible aliens at all times of the year would impose monumental burdens on LSC grantees.	Requiring attorneys to monitor the movements of eligible aliens at all times of the year would impose monumental burdens on LSC grantees.
If this requirement were put in place the number of LSC grantees would fall by 80 percent.	If 這 要求 were put in 地方 the 數 of lsc grantees would 秋季 by 80 percent.
Requiring attorneys to monitor the movements of eligible aliens at all times of the year would impose monumental burdens on LSC grantees.	Requiring attorneys to 監測 the movements of eligible 外星人 at 全部 times of the 年 would impose monumental 負擔 on lsc grantees.
It would be a trivial matter for attorney to monitor eligible aliens at all times.	It would be a trivial matter for attorney to monitor eligible aliens at all times.
Requiring attorneys to monitor the movements of eligible aliens at all times of the year would impose monumental burdens on LSC grantees.	Requiring attorneys to monitor the movements of eligible aliens at all times of the year would impose monumental burdens on LSC grantees.
It would be allot of work to monitor a group of people at all times.	It would be allot of work to monitor a group of people at all times.
As the state contracts out more of its information technology and management functions, it is also essential that it have good contract management expertise.	As the 州 合同 出局 多 of its 資訊 技術 而且 管理 functions, it is 也 essential 那個 it have good 合約 管理 expertise.
By next year the state will have outstanding contracts totally five million dollars per year.	By next year the state will have outstanding contracts totally five million dollars per year.
As the state contracts out more of its information technology and management functions, it is also essential that it have good contract management expertise.	As the state contracts out more of its information technology and management functions, it is also essential that it have good contract management expertise.
It is important to manage contracts well when signing more contracts.	It is important to manage contracts well when signing more contracts.
As the state contracts out more of its information technology and management functions, it is also essential that it have good contract management expertise.	As the state contracts out more of its information technology and management functions, it is also essential that it have good contract management expertise.
The state does not need to worry about managing contracts.	The 州 does not 需求 to worry 關於 管理 contracts.
This is a demand curve, conditional on the constraint that the discount remains the same, under which condition no mailers will shift to workshared.	這個 is a 需求量 curve, 條件 on the 約束 那個 the 折扣 remains the same, under which 狀況 no mailers 威爾 輪班 to workshared.
The demand curve depends on the discount being the same.	The demand curve depends on the discount being the same.
This is a demand curve, conditional on the constraint that the discount remains the same, under which condition no mailers will shift to workshared.	This is a demand curve, conditional on the constraint that the discount remains the same, under which condition no mailers will shift to workshared.
The demand curve isn't dependent on anything.	The 需求量 曲線 isn't 依賴 on anything.
This is a demand curve, conditional on the constraint that the discount remains the same, under which condition no mailers will shift to workshared.	This is a demand curve, conditional on the constraint that the discount remains the same, under which condition no mailers will shift to workshared.
The demand curve won't change this month.	The 要求 曲線 won't 變更 這個 month.
Following public comment, the Title V operating permit is not made final until compliance testing on the control device is completed.	Following 公眾 comment, the 標題 V operating 許可 is not made 決賽 直到 compliance 試驗 on the 控制 裝置 is completed.
The control device needs to be completed first.	The control device needs to be completed first.
Following public comment, the Title V operating permit is not made final until compliance testing on the control device is completed.	Following 公眾 comment, the 標題 V operating 許可證 is not made 決賽 直到 compliance 試驗 on the 控制 裝置 is completed.
The public are banned from commenting.	The 公眾 are banned 來自 commenting.
Following public comment, the Title V operating permit is not made final until compliance testing on the control device is completed.	Following public comment, the Title V operating permit is not made final until compliance testing on the control device is completed.
Title V is a very important document.	Title V is a very important document.
Employer entity contributions to social insurance programs.	雇主 實體 繳款 to 社交 保險費 programs.
Employers donate to food assistance programs.	Employers donate to food assistance programs.
Employer entity contributions to social insurance programs.	僱主 實體 捐款 to 社會 保險 programs.
Employers give to social programs.	雇主 give to 社會 programs.
Employer entity contributions to social insurance programs.	僱主 實體 繳款 to 社會 保險 programs.
Employers keep their money to themselves.	Employers keep their money to themselves.
change are staff downsizing, changes in contract methods, and business	變 are staff downsizing, 變化 in 合約 methods, 而且 企業
They're firing half the employees.	They're firing 一半 the employees.
change are staff downsizing, changes in contract methods, and business	變 are staff downsizing, 更改 in 合約 methods, 和 企業
They're firing some people.	They're firing 有些 people.
change are staff downsizing, changes in contract methods, and business	更改 are staff downsizing, 變動 in 合同 methods, 還有 業務
They're hiring like crazy!	They're 雇傭 喜歡 crazy!
The Title V operating permit must also be made available for public comment.	The 標題 V operating 許可 必須 也 be made 可用 for 公開 comment.
Not everyone ants to allow public comments.	Not everyone ants to allow public comments.
The Title V operating permit must also be made available for public comment.	The 標題 V operating 許可證 必須 也 be made 可用 for 公眾 comment.
Public comment must be allowed.	公眾 評論 必須 be allowed.
The Title V operating permit must also be made available for public comment.	The Title V operating permit must also be made available for public comment.
There is no need to allow the public to comment.	There is no 需要 to 容許 the 公開 to comment.
In contrast, the impact of volume is greater in the U.S. than in France because the U.S. has lower postal densities and a greater variation in volumes.	In contrast, the impact of volume is greater in the U.S. than in France because the U.S. has lower postal densities and a greater variation in volumes.
The impact in France is greater than that in the United States.	The impact in France is greater than that in the United States.
In contrast, the impact of volume is greater in the U.S. than in France because the U.S. has lower postal densities and a greater variation in volumes.	In contrast, the impact of volume is greater in the U.S. than in France because the U.S. has lower postal densities and a greater variation in volumes.
The impact in France is increasing.	The 影響 in 法國 is increasing.
In contrast, the impact of volume is greater in the U.S. than in France because the U.S. has lower postal densities and a greater variation in volumes.	In contrast, the impact of volume is greater in the U.S. than in France because the U.S. has lower postal densities and a greater variation in volumes.
There is a much greater impact of volume in the United States.	There is a much greater 影響 of 音量 in the United States.
and internal control in either of two 6	and internal control in either of two 6
Internal controls don't exist.	Internal controls don't exist.
and internal control in either of two 6	and internal control in either of two 6
Some cars have internal controls.	Some cars have internal controls.
and internal control in either of two 6	and internal control in either of two 6
Some have internal controls.	一些 have 內部 controls.
For clients who are illiterate in any language, materials would have to be carefully explained to them.	For 客戶 誰 are 文盲 in 任何 language, 物料 would have to be carefully explained to them.
Illiterate people are very common and we need a plan to deal with them.	Illiterate people are very common and we need a plan to deal with them.
For clients who are illiterate in any language, materials would have to be carefully explained to them.	For 客戶 誰 are 文盲 in 任何 language, 物料 would have to be carefully explained to them.
Illiterate people can figure it out on their own.	文盲 人們 can 圖 it 出局 on their own.
For clients who are illiterate in any language, materials would have to be carefully explained to them.	For clients who are illiterate in any language, materials would have to be carefully explained to them.
Illiterate people wouldn't understand the materials.	文盲 人民 wouldn't understand the materials.
The cooperation between the program and the integrity divisions is the vehicle by which emerging issues are addressed.	The 合作 between the 程式 還有 the 誠信 師團 is the 車輛 by which 新興 issues are addressed.
The groups never speak to each other.	The groups never speak to each other.
The cooperation between the program and the integrity divisions is the vehicle by which emerging issues are addressed.	The 合作 between the 程式 和 the 完整性 師團 is the 車輛 by which 新興 issues are addressed.
The two groups work together to make sure they aren't missing any important pieces.	The 二 群組 工作 在一起 to make sure 它們 aren't 失蹤 任何 重要 pieces.
The cooperation between the program and the integrity divisions is the vehicle by which emerging issues are addressed.	The 合作 between the 程式 而且 the 正直 師團 is the 車輛 by which 新興 issues are addressed.
The two groups work together.	The two groups work together.
Managing Change in the Postal and Delivery Industries, Ed.	管理 改變 in the 郵政 還有 送貨 Industries, Ed.
Change in the Postal and Delivery Industries needs to be managed.	改變 in the 郵政 和 遞送 行業 需求 to be managed.
Managing Change in the Postal and Delivery Industries, Ed.	管理 更改 in the 郵政 而且 投放 Industries, Ed.
Change in the Postal and Delivery Industries happen organically and do not need to be managed.	更改 in the 郵政 和 交付 行業 happen organically 而且 do not 需求 to be managed.
Managing Change in the Postal and Delivery Industries, Ed.	管理 變更 in the 郵政 和 送貨 Industries, Ed.
There are people whose only job is to manage the changes in the Postal and Delivery Industries.	There are 人民 whose 只 工作 is to 管理 the 更改 in the 郵政 還有 交付 Industries.
When Babcock &amp; Wilcox retrofitted the 675 MWe AES Somerset boiler, the outage began on May 14, and the boiler was returned to service on June 26 - about a six-week outage.	When Babcock &amp; Wilcox retrofitted the 675 MWe AES Somerset boiler, the outage began on May 14, and the boiler was returned to service on June 26 - about a six-week outage.
The outage should have ended much sooner.	The outage should have ended much sooner.
When Babcock &amp; Wilcox retrofitted the 675 MWe AES Somerset boiler, the outage began on May 14, and the boiler was returned to service on June 26 - about a six-week outage.	當 babcock &amp; wilcox retrofitted the 675 MWe aes Somerset boiler, the outage began on 梅 14, 和 the 鍋爐 was returned to 服務 on 六月份 26 - 關於 a six-week outage.
There was a six-week service outage.	There was a six-week 服務 outage.
When Babcock &amp; Wilcox retrofitted the 675 MWe AES Somerset boiler, the outage began on May 14, and the boiler was returned to service on June 26 - about a six-week outage.	當 babcock &amp; wilcox retrofitted the 675 MWe aes Somerset boiler, the outage began on 五月 14, 而且 the 鍋爐 was returned to 服務 on 六月份 26 - 關於 a six-week outage.
There was no boiler service outage.	There was no 鍋爐 服務 outage.
We need these additional resources to continue our efforts to further strengthen GAO and be a model organization for the rest of the federal government and accountability organizations around the world.	We 需求 這些 附加 資源 to continue our 努力 to 進一步 加強 高 和 be a 示範 組織 for the 休息 of the 聯邦 政府 還有 問責 organizations 周圍 the world.
We want to make GAO fall apart.	We 想要 to make 高 秋季 apart.
We need these additional resources to continue our efforts to further strengthen GAO and be a model organization for the rest of the federal government and accountability organizations around the world.	We 需要 這些 附加 資源 to continue our 努力 to 進一步 加強 高 而且 be a 型號 組織 for the 休息 of the 聯邦 政府 和 問責 organizations 圍繞 the world.
We want to make GAO stronger because it has a lot of problems right now.	We 想要 to make 高 stronger 因為 it has a lot of problems 右 now.
We need these additional resources to continue our efforts to further strengthen GAO and be a model organization for the rest of the federal government and accountability organizations around the world.	We 需要 這些 附加 資源 to continue our 努力 to 進一步 加強 高 而且 be a 模型 組織 for the 休息 of the 聯邦 政府 而且 問責 organizations 圍繞 the world.
We want to make GAO stronger.	We 想要 to make 高 stronger.
Additional time is usually needed to develop the action plan.	Additional time is usually needed to develop the action plan.
They can develop the plan faster than expected.	她們 can develop the 計畫 faster than expected.
Additional time is usually needed to develop the action plan.	附加 時光 is 通常 需要 to develop the 行動 plan.
They usually need another year to implement the plan.	They usually need another year to implement the plan.
Additional time is usually needed to develop the action plan.	附加 時間 is 通常 需要 to develop the 行動 plan.
They usually need more time to create the action plan.	They usually need more time to create the action plan.
In most cases, the concentration-response relationship may be overestimated; in other cases, it may be underestimated.	In 多數 cases, the concentration-response 關係 五月 be overestimated; in 其他 cases, it 梅 be underestimated.
A new method of estimating the concentration-response relationship is needed.	A new method of estimating the concentration-response relationship is needed.
In most cases, the concentration-response relationship may be overestimated; in other cases, it may be underestimated.	In 最多 cases, the concentration-response 關係 五月份 be overestimated; in 其他 cases, it 五月 be underestimated.
The concentration-response relationship is rarely figured out exactly.	The concentration-response relationship is rarely figured out exactly.
In most cases, the concentration-response relationship may be overestimated; in other cases, it may be underestimated.	In 多數 cases, the concentration-response 關係 梅 be overestimated; in 其他 cases, it 五月份 be underestimated.
The effects of the concentration-response relationship are rarely overestimated.	The 效果 of the concentration-response 感情 are 極少 overestimated.
They include a stable federal budgetary future, technological innovation, and improvements in the operations and service provision of government agencies.	他們 包括 a 馬廄 聯邦 budgetary future, technological innovation, 而且 改進 in the operations 還有 服務 provision of 政府 agencies.
Improvements in the operations of government agencies were included.	改進 in the operations of 政府 agencies were included.
They include a stable federal budgetary future, technological innovation, and improvements in the operations and service provision of government agencies.	她們 包括 a 穩定 聯邦 budgetary future, technological innovation, 而且 改進 in the operations 和 服務 provision of 政府 agencies.
There should have been been more things included.	There 應該 have been been 多 事情 included.
They include a stable federal budgetary future, technological innovation, and improvements in the operations and service provision of government agencies.	They include a stable federal budgetary future, technological innovation, and improvements in the operations and service provision of government agencies.
They did not include technological innovation.	她們 did not 包括 technological innovation.
One size fits all does not work in brief interventions, just as it does not work in clinical practice in general.	one 尺寸 fits 全部 does not 工作 in 簡短 interventions, 只是 as it does not 工作 in 臨床 練習 in general.
Every case needs to have a specific person working on it.	Every case needs to have a specific person working on it.
One size fits all does not work in brief interventions, just as it does not work in clinical practice in general.	一 尺寸 fits 全部 does not 工作 in 簡短 interventions, 只要 as it does not 工作 in 臨床 實踐 in general.
One size fits all is not a good policy in clinical practice.	一個 尺寸 fits 所有 is not a good 政策 in 臨床 practice.
