Streaming output truncated to the last 5000 lines.
epoch 1 iter 366: train loss 12.85358, lr 7.516160e-05:   5% 367/7827 [03:00<1:01:27,  2.02it/s]
epoch 1 iter 1379: train loss 1.64232, lr 2.000000e-04:  18% 1380/7827 [11:22<52:41,  2.04it/s]
epoch 1 iter 1380: train loss 1.62680, lr 2.000000e-04:  18% 1380/7827 [11:22<52:41,  2.04it/s]
epoch 1 iter 1380: train loss 1.62680, lr 2.000000e-04:  18% 1381/7827 [11:22<52:47,  2.03it/s]
epoch 1 iter 1381: train loss 1.79850, lr 2.000000e-04:  18% 1381/7827 [11:23<52:47,  2.03it/s]
epoch 1 iter 1381: train loss 1.79850, lr 2.000000e-04:  18% 1382/7827 [11:23<52:46,  2.04it/s]
epoch 1 iter 1382: train loss 1.85496, lr 2.000000e-04:  18% 1382/7827 [11:23<52:46,  2.04it/s]
epoch 1 iter 1382: train loss 1.85496, lr 2.000000e-04:  18% 1383/7827 [11:23<52:50,  2.03it/s]
epoch 1 iter 1383: train loss 2.14165, lr 2.000000e-04:  18% 1383/7827 [11:24<52:50,  2.03it/s]
epoch 1 iter 1383: train loss 2.14165, lr 2.000000e-04:  18% 1384/7827 [11:24<52:44,  2.04it/s]
epoch 1 iter 1384: train loss 1.66189, lr 2.000000e-04:  18% 1384/7827 [11:24<52:44,  2.04it/s]
epoch 1 iter 1384: train loss 1.66189, lr 2.000000e-04:  18% 1385/7827 [11:24<52:44,  2.04it/s]
epoch 1 iter 1385: train loss 1.63757, lr 2.000000e-04:  18% 1385/7827 [11:25<52:44,  2.04it/s]
epoch 1 iter 1385: train loss 1.63757, lr 2.000000e-04:  18% 1386/7827 [11:25<52:43,  2.04it/s]
epoch 1 iter 1386: train loss 1.45211, lr 2.000000e-04:  18% 1386/7827 [11:25<52:43,  2.04it/s]
epoch 1 iter 1386: train loss 1.45211, lr 2.000000e-04:  18% 1387/7827 [11:25<52:44,  2.04it/s]
epoch 1 iter 1387: train loss 1.36291, lr 2.000000e-04:  18% 1387/7827 [11:26<52:44,  2.04it/s]
epoch 1 iter 1387: train loss 1.36291, lr 2.000000e-04:  18% 1388/7827 [11:26<52:44,  2.03it/s]
epoch 1 iter 1388: train loss 1.60298, lr 2.000000e-04:  18% 1388/7827 [11:26<52:44,  2.03it/s]
epoch 1 iter 1388: train loss 1.60298, lr 2.000000e-04:  18% 1389/7827 [11:26<53:23,  2.01it/s]
epoch 1 iter 1389: train loss 1.79113, lr 2.000000e-04:  18% 1389/7827 [11:27<53:23,  2.01it/s]
epoch 1 iter 1389: train loss 1.79113, lr 2.000000e-04:  18% 1390/7827 [11:27<53:35,  2.00it/s]
epoch 1 iter 1390: train loss 1.91105, lr 2.000000e-04:  18% 1390/7827 [11:27<53:35,  2.00it/s]
epoch 1 iter 1390: train loss 1.91105, lr 2.000000e-04:  18% 1391/7827 [11:27<53:47,  1.99it/s]
epoch 1 iter 1391: train loss 1.48731, lr 2.000000e-04:  18% 1391/7827 [11:28<53:47,  1.99it/s]
epoch 1 iter 1391: train loss 1.48731, lr 2.000000e-04:  18% 1392/7827 [11:28<53:58,  1.99it/s]
epoch 1 iter 1392: train loss 1.84193, lr 2.000000e-04:  18% 1392/7827 [11:28<53:58,  1.99it/s]
epoch 1 iter 1392: train loss 1.84193, lr 2.000000e-04:  18% 1393/7827 [11:28<53:54,  1.99it/s]
epoch 1 iter 1393: train loss 2.05042, lr 2.000000e-04:  18% 1393/7827 [11:29<53:54,  1.99it/s]
epoch 1 iter 1393: train loss 2.05042, lr 2.000000e-04:  18% 1394/7827 [11:29<54:25,  1.97it/s]
epoch 1 iter 1394: train loss 1.70984, lr 2.000000e-04:  18% 1394/7827 [11:29<54:25,  1.97it/s]
epoch 1 iter 1394: train loss 1.70984, lr 2.000000e-04:  18% 1395/7827 [11:29<54:31,  1.97it/s]
epoch 1 iter 1395: train loss 1.81327, lr 2.000000e-04:  18% 1395/7827 [11:30<54:31,  1.97it/s]
epoch 1 iter 1395: train loss 1.81327, lr 2.000000e-04:  18% 1396/7827 [11:30<53:56,  1.99it/s]
epoch 1 iter 1396: train loss 1.59785, lr 2.000000e-04:  18% 1396/7827 [11:30<53:56,  1.99it/s]
epoch 1 iter 1396: train loss 1.59785, lr 2.000000e-04:  18% 1397/7827 [11:30<53:35,  2.00it/s]
epoch 1 iter 1397: train loss 2.09595, lr 2.000000e-04:  18% 1397/7827 [11:31<53:35,  2.00it/s]
epoch 1 iter 1397: train loss 2.09595, lr 2.000000e-04:  18% 1398/7827 [11:31<53:11,  2.01it/s]
epoch 1 iter 1398: train loss 1.93572, lr 2.000000e-04:  18% 1398/7827 [11:31<53:11,  2.01it/s]
epoch 1 iter 1398: train loss 1.93572, lr 2.000000e-04:  18% 1399/7827 [11:31<53:24,  2.01it/s]
epoch 1 iter 1399: train loss 1.65916, lr 2.000000e-04:  18% 1399/7827 [11:32<53:24,  2.01it/s]
epoch 1 iter 1399: train loss 1.65916, lr 2.000000e-04:  18% 1400/7827 [11:32<53:15,  2.01it/s]
epoch 1 iter 1400: train loss 1.97359, lr 2.000000e-04:  18% 1400/7827 [11:32<53:15,  2.01it/s]
epoch 1 iter 1400: train loss 1.97359, lr 2.000000e-04:  18% 1401/7827 [11:32<52:58,  2.02it/s]
epoch 1 iter 1401: train loss 1.89016, lr 2.000000e-04:  18% 1401/7827 [11:33<52:58,  2.02it/s]
epoch 1 iter 1401: train loss 1.89016, lr 2.000000e-04:  18% 1402/7827 [11:33<52:53,  2.02it/s]
epoch 1 iter 1402: train loss 1.96605, lr 2.000000e-04:  18% 1402/7827 [11:33<52:53,  2.02it/s]
epoch 1 iter 1402: train loss 1.96605, lr 2.000000e-04:  18% 1403/7827 [11:33<52:49,  2.03it/s]
epoch 1 iter 1403: train loss 1.95575, lr 2.000000e-04:  18% 1403/7827 [11:34<52:49,  2.03it/s]
epoch 1 iter 1403: train loss 1.95575, lr 2.000000e-04:  18% 1404/7827 [11:34<52:36,  2.03it/s]
epoch 1 iter 1404: train loss 1.81908, lr 2.000000e-04:  18% 1404/7827 [11:34<52:36,  2.03it/s]
epoch 1 iter 1404: train loss 1.81908, lr 2.000000e-04:  18% 1405/7827 [11:34<52:39,  2.03it/s]
epoch 1 iter 1405: train loss 1.89193, lr 2.000000e-04:  18% 1405/7827 [11:35<52:39,  2.03it/s]
epoch 1 iter 1405: train loss 1.89193, lr 2.000000e-04:  18% 1406/7827 [11:35<52:37,  2.03it/s]
epoch 1 iter 1406: train loss 1.84720, lr 2.000000e-04:  18% 1406/7827 [11:35<52:37,  2.03it/s]
epoch 1 iter 1406: train loss 1.84720, lr 2.000000e-04:  18% 1407/7827 [11:35<52:32,  2.04it/s]
epoch 1 iter 1407: train loss 1.90345, lr 2.000000e-04:  18% 1407/7827 [11:36<52:32,  2.04it/s]
epoch 1 iter 1407: train loss 1.90345, lr 2.000000e-04:  18% 1408/7827 [11:36<52:39,  2.03it/s]
epoch 1 iter 1408: train loss 1.51640, lr 2.000000e-04:  18% 1408/7827 [11:36<52:39,  2.03it/s]
epoch 1 iter 1408: train loss 1.51640, lr 2.000000e-04:  18% 1409/7827 [11:36<52:26,  2.04it/s]
epoch 1 iter 1409: train loss 1.45740, lr 2.000000e-04:  18% 1409/7827 [11:37<52:26,  2.04it/s]
epoch 1 iter 1409: train loss 1.45740, lr 2.000000e-04:  18% 1410/7827 [11:37<52:23,  2.04it/s]
epoch 1 iter 1410: train loss 2.00821, lr 2.000000e-04:  18% 1410/7827 [11:37<52:23,  2.04it/s]
epoch 1 iter 1410: train loss 2.00821, lr 2.000000e-04:  18% 1411/7827 [11:37<52:28,  2.04it/s]
epoch 1 iter 1411: train loss 1.22888, lr 2.000000e-04:  18% 1411/7827 [11:38<52:28,  2.04it/s]
epoch 1 iter 1411: train loss 1.22888, lr 2.000000e-04:  18% 1412/7827 [11:38<52:31,  2.04it/s]
epoch 1 iter 1412: train loss 1.69455, lr 2.000000e-04:  18% 1412/7827 [11:38<52:31,  2.04it/s]
epoch 1 iter 1412: train loss 1.69455, lr 2.000000e-04:  18% 1413/7827 [11:38<52:22,  2.04it/s]
epoch 1 iter 1413: train loss 1.68563, lr 2.000000e-04:  18% 1413/7827 [11:39<52:22,  2.04it/s]
epoch 1 iter 1413: train loss 1.68563, lr 2.000000e-04:  18% 1414/7827 [11:39<52:17,  2.04it/s]
epoch 1 iter 1414: train loss 1.74485, lr 2.000000e-04:  18% 1414/7827 [11:39<52:17,  2.04it/s]
epoch 1 iter 1414: train loss 1.74485, lr 2.000000e-04:  18% 1415/7827 [11:39<52:16,  2.04it/s]
epoch 1 iter 1415: train loss 2.03640, lr 2.000000e-04:  18% 1415/7827 [11:40<52:16,  2.04it/s]
epoch 1 iter 1415: train loss 2.03640, lr 2.000000e-04:  18% 1416/7827 [11:40<52:35,  2.03it/s]
epoch 1 iter 1416: train loss 1.71322, lr 2.000000e-04:  18% 1416/7827 [11:40<52:35,  2.03it/s]
epoch 1 iter 1416: train loss 1.71322, lr 2.000000e-04:  18% 1417/7827 [11:40<52:37,  2.03it/s]
epoch 1 iter 1417: train loss 1.57116, lr 2.000000e-04:  18% 1417/7827 [11:41<52:37,  2.03it/s]
epoch 1 iter 1417: train loss 1.57116, lr 2.000000e-04:  18% 1418/7827 [11:41<53:03,  2.01it/s]
epoch 1 iter 1418: train loss 1.85180, lr 2.000000e-04:  18% 1418/7827 [11:41<53:03,  2.01it/s]
epoch 1 iter 1418: train loss 1.85180, lr 2.000000e-04:  18% 1419/7827 [11:41<53:18,  2.00it/s]
epoch 1 iter 1419: train loss 1.64332, lr 2.000000e-04:  18% 1419/7827 [11:42<53:18,  2.00it/s]
epoch 1 iter 1419: train loss 1.64332, lr 2.000000e-04:  18% 1420/7827 [11:42<53:37,  1.99it/s]
epoch 1 iter 1420: train loss 1.74338, lr 2.000000e-04:  18% 1420/7827 [11:42<53:37,  1.99it/s]
epoch 1 iter 1420: train loss 1.74338, lr 2.000000e-04:  18% 1421/7827 [11:42<53:45,  1.99it/s]
epoch 1 iter 1421: train loss 1.89727, lr 2.000000e-04:  18% 1421/7827 [11:43<53:45,  1.99it/s]
epoch 1 iter 1421: train loss 1.89727, lr 2.000000e-04:  18% 1422/7827 [11:43<54:11,  1.97it/s]
epoch 1 iter 1422: train loss 1.99087, lr 2.000000e-04:  18% 1422/7827 [11:43<54:11,  1.97it/s]
epoch 1 iter 1422: train loss 1.99087, lr 2.000000e-04:  18% 1423/7827 [11:43<53:59,  1.98it/s]
epoch 1 iter 1423: train loss 2.07149, lr 2.000000e-04:  18% 1423/7827 [11:44<53:59,  1.98it/s]
epoch 1 iter 1423: train loss 2.07149, lr 2.000000e-04:  18% 1424/7827 [11:44<53:29,  2.00it/s]
epoch 1 iter 1424: train loss 1.58634, lr 2.000000e-04:  18% 1424/7827 [11:44<53:29,  2.00it/s]
epoch 1 iter 1424: train loss 1.58634, lr 2.000000e-04:  18% 1425/7827 [11:44<53:13,  2.00it/s]
epoch 1 iter 1425: train loss 1.88606, lr 2.000000e-04:  18% 1425/7827 [11:45<53:13,  2.00it/s]
epoch 1 iter 1425: train loss 1.88606, lr 2.000000e-04:  18% 1426/7827 [11:45<52:58,  2.01it/s]
epoch 1 iter 1426: train loss 2.11127, lr 2.000000e-04:  18% 1426/7827 [11:45<52:58,  2.01it/s]
epoch 1 iter 1426: train loss 2.11127, lr 2.000000e-04:  18% 1427/7827 [11:45<52:48,  2.02it/s]
epoch 1 iter 1427: train loss 1.73913, lr 2.000000e-04:  18% 1427/7827 [11:46<52:48,  2.02it/s]
epoch 1 iter 1427: train loss 1.73913, lr 2.000000e-04:  18% 1428/7827 [11:46<52:42,  2.02it/s]
epoch 1 iter 1428: train loss 1.81654, lr 2.000000e-04:  18% 1428/7827 [11:46<52:42,  2.02it/s]
epoch 1 iter 1428: train loss 1.81654, lr 2.000000e-04:  18% 1429/7827 [11:46<52:30,  2.03it/s]
epoch 1 iter 1429: train loss 1.95684, lr 2.000000e-04:  18% 1429/7827 [11:47<52:30,  2.03it/s]
epoch 1 iter 1429: train loss 1.95684, lr 2.000000e-04:  18% 1430/7827 [11:47<52:16,  2.04it/s]
epoch 1 iter 1430: train loss 1.75635, lr 2.000000e-04:  18% 1430/7827 [11:47<52:16,  2.04it/s]
epoch 1 iter 1430: train loss 1.75635, lr 2.000000e-04:  18% 1431/7827 [11:47<52:19,  2.04it/s]
epoch 1 iter 1431: train loss 1.58720, lr 2.000000e-04:  18% 1431/7827 [11:48<52:19,  2.04it/s]
epoch 1 iter 1431: train loss 1.58720, lr 2.000000e-04:  18% 1432/7827 [11:48<52:11,  2.04it/s]
epoch 1 iter 1432: train loss 1.51468, lr 2.000000e-04:  18% 1432/7827 [11:48<52:11,  2.04it/s]
epoch 1 iter 1432: train loss 1.51468, lr 2.000000e-04:  18% 1433/7827 [11:48<52:19,  2.04it/s]
epoch 1 iter 1433: train loss 1.88081, lr 2.000000e-04:  18% 1433/7827 [11:49<52:19,  2.04it/s]
epoch 1 iter 1433: train loss 1.88081, lr 2.000000e-04:  18% 1434/7827 [11:49<52:24,  2.03it/s]
epoch 1 iter 1434: train loss 1.81159, lr 2.000000e-04:  18% 1434/7827 [11:49<52:24,  2.03it/s]
epoch 1 iter 1434: train loss 1.81159, lr 2.000000e-04:  18% 1435/7827 [11:49<52:27,  2.03it/s]
epoch 1 iter 1435: train loss 1.71361, lr 2.000000e-04:  18% 1435/7827 [11:50<52:27,  2.03it/s]
epoch 1 iter 1435: train loss 1.71361, lr 2.000000e-04:  18% 1436/7827 [11:50<52:23,  2.03it/s]
epoch 1 iter 1436: train loss 1.36269, lr 2.000000e-04:  18% 1436/7827 [11:50<52:23,  2.03it/s]
epoch 1 iter 1436: train loss 1.36269, lr 2.000000e-04:  18% 1437/7827 [11:50<52:22,  2.03it/s]
epoch 1 iter 1437: train loss 1.89619, lr 2.000000e-04:  18% 1437/7827 [11:51<52:22,  2.03it/s]
epoch 1 iter 1437: train loss 1.89619, lr 2.000000e-04:  18% 1438/7827 [11:51<52:18,  2.04it/s]
epoch 1 iter 1438: train loss 1.49631, lr 2.000000e-04:  18% 1438/7827 [11:51<52:18,  2.04it/s]
epoch 1 iter 1438: train loss 1.49631, lr 2.000000e-04:  18% 1439/7827 [11:51<52:12,  2.04it/s]
epoch 1 iter 1439: train loss 1.59463, lr 2.000000e-04:  18% 1439/7827 [11:52<52:12,  2.04it/s]
epoch 1 iter 1439: train loss 1.59463, lr 2.000000e-04:  18% 1440/7827 [11:52<52:17,  2.04it/s]
epoch 1 iter 1440: train loss 1.80919, lr 2.000000e-04:  18% 1440/7827 [11:52<52:17,  2.04it/s]
epoch 1 iter 1440: train loss 1.80919, lr 2.000000e-04:  18% 1441/7827 [11:52<52:28,  2.03it/s]
epoch 1 iter 1441: train loss 1.64032, lr 2.000000e-04:  18% 1441/7827 [11:53<52:28,  2.03it/s]
epoch 1 iter 1441: train loss 1.64032, lr 2.000000e-04:  18% 1442/7827 [11:53<52:31,  2.03it/s]
epoch 1 iter 1442: train loss 1.75921, lr 2.000000e-04:  18% 1442/7827 [11:53<52:31,  2.03it/s]
epoch 1 iter 1442: train loss 1.75921, lr 2.000000e-04:  18% 1443/7827 [11:53<52:34,  2.02it/s]
epoch 1 iter 1443: train loss 2.02726, lr 2.000000e-04:  18% 1443/7827 [11:54<52:34,  2.02it/s]
epoch 1 iter 1443: train loss 2.02726, lr 2.000000e-04:  18% 1444/7827 [11:54<52:40,  2.02it/s]
epoch 1 iter 1444: train loss 1.41167, lr 2.000000e-04:  18% 1444/7827 [11:54<52:40,  2.02it/s]
epoch 1 iter 1444: train loss 1.41167, lr 2.000000e-04:  18% 1445/7827 [11:54<53:10,  2.00it/s]
epoch 1 iter 1445: train loss 1.59246, lr 2.000000e-04:  18% 1445/7827 [11:55<53:10,  2.00it/s]
epoch 1 iter 1445: train loss 1.59246, lr 2.000000e-04:  18% 1446/7827 [11:55<53:43,  1.98it/s]
epoch 1 iter 1446: train loss 1.69469, lr 2.000000e-04:  18% 1446/7827 [11:55<53:43,  1.98it/s]
epoch 1 iter 1446: train loss 1.69469, lr 2.000000e-04:  18% 1447/7827 [11:55<53:36,  1.98it/s]
epoch 1 iter 1447: train loss 1.70785, lr 2.000000e-04:  18% 1447/7827 [11:56<53:36,  1.98it/s]
epoch 1 iter 1447: train loss 1.70785, lr 2.000000e-04:  19% 1448/7827 [11:56<53:28,  1.99it/s]
epoch 1 iter 1448: train loss 2.28395, lr 2.000000e-04:  19% 1448/7827 [11:56<53:28,  1.99it/s]
epoch 1 iter 1448: train loss 2.28395, lr 2.000000e-04:  19% 1449/7827 [11:56<53:44,  1.98it/s]
epoch 1 iter 1449: train loss 1.68490, lr 2.000000e-04:  19% 1449/7827 [11:57<53:44,  1.98it/s]
epoch 1 iter 1449: train loss 1.68490, lr 2.000000e-04:  19% 1450/7827 [11:57<53:52,  1.97it/s]
epoch 1 iter 1450: train loss 1.82505, lr 2.000000e-04:  19% 1450/7827 [11:57<53:52,  1.97it/s]
epoch 1 iter 1450: train loss 1.82505, lr 2.000000e-04:  19% 1451/7827 [11:57<53:30,  1.99it/s]
epoch 1 iter 1451: train loss 1.59606, lr 2.000000e-04:  19% 1451/7827 [11:58<53:30,  1.99it/s]
epoch 1 iter 1451: train loss 1.59606, lr 2.000000e-04:  19% 1452/7827 [11:58<53:03,  2.00it/s]
epoch 1 iter 1452: train loss 1.53804, lr 2.000000e-04:  19% 1452/7827 [11:58<53:03,  2.00it/s]
epoch 1 iter 1452: train loss 1.53804, lr 2.000000e-04:  19% 1453/7827 [11:58<52:59,  2.00it/s]
epoch 1 iter 1453: train loss 1.89727, lr 2.000000e-04:  19% 1453/7827 [11:59<52:59,  2.00it/s]
epoch 1 iter 1453: train loss 1.89727, lr 2.000000e-04:  19% 1454/7827 [11:59<52:45,  2.01it/s]
epoch 1 iter 1454: train loss 1.84217, lr 2.000000e-04:  19% 1454/7827 [11:59<52:45,  2.01it/s]
epoch 1 iter 1454: train loss 1.84217, lr 2.000000e-04:  19% 1455/7827 [11:59<52:27,  2.02it/s]
epoch 1 iter 1455: train loss 1.99970, lr 2.000000e-04:  19% 1455/7827 [12:00<52:27,  2.02it/s]
epoch 1 iter 1455: train loss 1.99970, lr 2.000000e-04:  19% 1456/7827 [12:00<52:21,  2.03it/s]
epoch 1 iter 1456: train loss 1.74511, lr 2.000000e-04:  19% 1456/7827 [12:00<52:21,  2.03it/s]
epoch 1 iter 1456: train loss 1.74511, lr 2.000000e-04:  19% 1457/7827 [12:00<52:17,  2.03it/s]
epoch 1 iter 1457: train loss 1.76294, lr 2.000000e-04:  19% 1457/7827 [12:01<52:17,  2.03it/s]
epoch 1 iter 1457: train loss 1.76294, lr 2.000000e-04:  19% 1458/7827 [12:01<52:10,  2.03it/s]
epoch 1 iter 1458: train loss 2.20037, lr 2.000000e-04:  19% 1458/7827 [12:01<52:10,  2.03it/s]
epoch 1 iter 1458: train loss 2.20037, lr 2.000000e-04:  19% 1459/7827 [12:01<52:17,  2.03it/s]
epoch 1 iter 1459: train loss 1.67347, lr 2.000000e-04:  19% 1459/7827 [12:02<52:17,  2.03it/s]
epoch 1 iter 1459: train loss 1.67347, lr 2.000000e-04:  19% 1460/7827 [12:02<52:05,  2.04it/s]
epoch 1 iter 1460: train loss 2.14524, lr 2.000000e-04:  19% 1460/7827 [12:02<52:05,  2.04it/s]
epoch 1 iter 1460: train loss 2.14524, lr 2.000000e-04:  19% 1461/7827 [12:02<52:07,  2.04it/s]
epoch 1 iter 1461: train loss 1.74113, lr 2.000000e-04:  19% 1461/7827 [12:03<52:07,  2.04it/s]
epoch 1 iter 1461: train loss 1.74113, lr 2.000000e-04:  19% 1462/7827 [12:03<52:03,  2.04it/s]
epoch 1 iter 1462: train loss 1.74034, lr 2.000000e-04:  19% 1462/7827 [12:03<52:03,  2.04it/s]
epoch 1 iter 1462: train loss 1.74034, lr 2.000000e-04:  19% 1463/7827 [12:03<52:02,  2.04it/s]
epoch 1 iter 1463: train loss 1.87423, lr 2.000000e-04:  19% 1463/7827 [12:04<52:02,  2.04it/s]
epoch 1 iter 1463: train loss 1.87423, lr 2.000000e-04:  19% 1464/7827 [12:04<52:08,  2.03it/s]
epoch 1 iter 1464: train loss 1.52378, lr 2.000000e-04:  19% 1464/7827 [12:04<52:08,  2.03it/s]
epoch 1 iter 1464: train loss 1.52378, lr 2.000000e-04:  19% 1465/7827 [12:04<52:01,  2.04it/s]
epoch 1 iter 1465: train loss 1.50857, lr 2.000000e-04:  19% 1465/7827 [12:05<52:01,  2.04it/s]
epoch 1 iter 1465: train loss 1.50857, lr 2.000000e-04:  19% 1466/7827 [12:05<52:08,  2.03it/s]
epoch 1 iter 1466: train loss 1.36942, lr 2.000000e-04:  19% 1466/7827 [12:05<52:08,  2.03it/s]
epoch 1 iter 1466: train loss 1.36942, lr 2.000000e-04:  19% 1467/7827 [12:05<52:15,  2.03it/s]
epoch 1 iter 1467: train loss 1.79805, lr 2.000000e-04:  19% 1467/7827 [12:06<52:15,  2.03it/s]
epoch 1 iter 1467: train loss 1.79805, lr 2.000000e-04:  19% 1468/7827 [12:06<52:27,  2.02it/s]
epoch 1 iter 1468: train loss 1.31529, lr 2.000000e-04:  19% 1468/7827 [12:06<52:27,  2.02it/s]
epoch 1 iter 1468: train loss 1.31529, lr 2.000000e-04:  19% 1469/7827 [12:06<52:15,  2.03it/s]
epoch 1 iter 1469: train loss 1.85544, lr 2.000000e-04:  19% 1469/7827 [12:07<52:15,  2.03it/s]
epoch 1 iter 1469: train loss 1.85544, lr 2.000000e-04:  19% 1470/7827 [12:07<52:20,  2.02it/s]
epoch 1 iter 1470: train loss 1.84013, lr 2.000000e-04:  19% 1470/7827 [12:07<52:20,  2.02it/s]
epoch 1 iter 1470: train loss 1.84013, lr 2.000000e-04:  19% 1471/7827 [12:07<52:42,  2.01it/s]
epoch 1 iter 1471: train loss 1.79514, lr 2.000000e-04:  19% 1471/7827 [12:08<52:42,  2.01it/s]
epoch 1 iter 1471: train loss 1.79514, lr 2.000000e-04:  19% 1472/7827 [12:08<52:42,  2.01it/s]
epoch 1 iter 1472: train loss 1.43081, lr 2.000000e-04:  19% 1472/7827 [12:08<52:42,  2.01it/s]
epoch 1 iter 1472: train loss 1.43081, lr 2.000000e-04:  19% 1473/7827 [12:08<52:48,  2.01it/s]
epoch 1 iter 1473: train loss 2.01610, lr 2.000000e-04:  19% 1473/7827 [12:09<52:48,  2.01it/s]
epoch 1 iter 1473: train loss 2.01610, lr 2.000000e-04:  19% 1474/7827 [12:09<53:00,  2.00it/s]
epoch 1 iter 1474: train loss 2.24420, lr 2.000000e-04:  19% 1474/7827 [12:09<53:00,  2.00it/s]
epoch 1 iter 1474: train loss 2.24420, lr 2.000000e-04:  19% 1475/7827 [12:09<52:49,  2.00it/s]
epoch 1 iter 1475: train loss 2.20491, lr 2.000000e-04:  19% 1475/7827 [12:10<52:49,  2.00it/s]
epoch 1 iter 1475: train loss 2.20491, lr 2.000000e-04:  19% 1476/7827 [12:10<53:15,  1.99it/s]
epoch 1 iter 1476: train loss 1.63656, lr 2.000000e-04:  19% 1476/7827 [12:10<53:15,  1.99it/s]
epoch 1 iter 1476: train loss 1.63656, lr 2.000000e-04:  19% 1477/7827 [12:10<53:10,  1.99it/s]
epoch 1 iter 1477: train loss 1.79279, lr 2.000000e-04:  19% 1477/7827 [12:11<53:10,  1.99it/s]
epoch 1 iter 1477: train loss 1.79279, lr 2.000000e-04:  19% 1478/7827 [12:11<52:53,  2.00it/s]
epoch 1 iter 1478: train loss 1.48818, lr 2.000000e-04:  19% 1478/7827 [12:11<52:53,  2.00it/s]
epoch 1 iter 1478: train loss 1.48818, lr 2.000000e-04:  19% 1479/7827 [12:11<52:41,  2.01it/s]
epoch 1 iter 1479: train loss 1.39577, lr 2.000000e-04:  19% 1479/7827 [12:12<52:41,  2.01it/s]
epoch 1 iter 1479: train loss 1.39577, lr 2.000000e-04:  19% 1480/7827 [12:12<52:20,  2.02it/s]
epoch 1 iter 1480: train loss 1.62409, lr 2.000000e-04:  19% 1480/7827 [12:12<52:20,  2.02it/s]
epoch 1 iter 1480: train loss 1.62409, lr 2.000000e-04:  19% 1481/7827 [12:12<52:16,  2.02it/s]
epoch 1 iter 1481: train loss 1.84274, lr 2.000000e-04:  19% 1481/7827 [12:13<52:16,  2.02it/s]
epoch 1 iter 1481: train loss 1.84274, lr 2.000000e-04:  19% 1482/7827 [12:13<52:14,  2.02it/s]
epoch 1 iter 1482: train loss 1.62957, lr 2.000000e-04:  19% 1482/7827 [12:13<52:14,  2.02it/s]
epoch 1 iter 1482: train loss 1.62957, lr 2.000000e-04:  19% 1483/7827 [12:13<52:09,  2.03it/s]
epoch 1 iter 1483: train loss 1.66156, lr 2.000000e-04:  19% 1483/7827 [12:13<52:09,  2.03it/s]
epoch 1 iter 1483: train loss 1.66156, lr 2.000000e-04:  19% 1484/7827 [12:13<52:08,  2.03it/s]
epoch 1 iter 1484: train loss 1.57105, lr 2.000000e-04:  19% 1484/7827 [12:14<52:08,  2.03it/s]
epoch 1 iter 1484: train loss 1.57105, lr 2.000000e-04:  19% 1485/7827 [12:14<52:07,  2.03it/s]
epoch 1 iter 1485: train loss 1.66042, lr 2.000000e-04:  19% 1485/7827 [12:14<52:07,  2.03it/s]
epoch 1 iter 1485: train loss 1.66042, lr 2.000000e-04:  19% 1486/7827 [12:14<52:05,  2.03it/s]
epoch 1 iter 1486: train loss 1.37437, lr 2.000000e-04:  19% 1486/7827 [12:15<52:05,  2.03it/s]
epoch 1 iter 1486: train loss 1.37437, lr 2.000000e-04:  19% 1487/7827 [12:15<51:59,  2.03it/s]
epoch 1 iter 1487: train loss 1.83140, lr 2.000000e-04:  19% 1487/7827 [12:15<51:59,  2.03it/s]
epoch 1 iter 1487: train loss 1.83140, lr 2.000000e-04:  19% 1488/7827 [12:15<51:49,  2.04it/s]
epoch 1 iter 1488: train loss 1.75570, lr 2.000000e-04:  19% 1488/7827 [12:16<51:49,  2.04it/s]
epoch 1 iter 1488: train loss 1.75570, lr 2.000000e-04:  19% 1489/7827 [12:16<51:51,  2.04it/s]
epoch 1 iter 1489: train loss 1.79319, lr 2.000000e-04:  19% 1489/7827 [12:16<51:51,  2.04it/s]
epoch 1 iter 1489: train loss 1.79319, lr 2.000000e-04:  19% 1490/7827 [12:16<51:55,  2.03it/s]
epoch 1 iter 1490: train loss 1.96762, lr 2.000000e-04:  19% 1490/7827 [12:17<51:55,  2.03it/s]
epoch 1 iter 1490: train loss 1.96762, lr 2.000000e-04:  19% 1491/7827 [12:17<52:04,  2.03it/s]
epoch 1 iter 1491: train loss 1.73367, lr 2.000000e-04:  19% 1491/7827 [12:17<52:04,  2.03it/s]
epoch 1 iter 1491: train loss 1.73367, lr 2.000000e-04:  19% 1492/7827 [12:17<52:10,  2.02it/s]
epoch 1 iter 1492: train loss 1.54142, lr 2.000000e-04:  19% 1492/7827 [12:18<52:10,  2.02it/s]
epoch 1 iter 1492: train loss 1.54142, lr 2.000000e-04:  19% 1493/7827 [12:18<52:06,  2.03it/s]
epoch 1 iter 1493: train loss 1.44455, lr 2.000000e-04:  19% 1493/7827 [12:18<52:06,  2.03it/s]
epoch 1 iter 1493: train loss 1.44455, lr 2.000000e-04:  19% 1494/7827 [12:18<51:59,  2.03it/s]
epoch 1 iter 1494: train loss 1.87828, lr 2.000000e-04:  19% 1494/7827 [12:19<51:59,  2.03it/s]
epoch 1 iter 1494: train loss 1.87828, lr 2.000000e-04:  19% 1495/7827 [12:19<52:00,  2.03it/s]
epoch 1 iter 1495: train loss 1.37053, lr 2.000000e-04:  19% 1495/7827 [12:19<52:00,  2.03it/s]
