original_sentence	augmented_sentence
The Southeast Air Defense Sector was notified of the event at 9:55, 28 minutes later.	las sureste aire defensa 部門 estaba notificados of the 事件 at 9:55, 28 分鐘 later.
The Sector did not receive the notifications in time due to a delay in communications.	The Sector did not receive the notifications in time due to a delay in communications.
The Southeast Air Defense Sector was notified of the event at 9:55, 28 minutes later.	The Southeast Air Defense Sector was notified of the event at 9:55, 28 minutes later.
The Southeast Air Defense Sector received word of the event just 28 seconds after it took place.	The Southeast Air Defense Sector received word of the event just 28 seconds after it took place.
We look forward to a national debate on the merits of what we have recommended, and we will participate vigorously in that debate.	We look forward to a national debate on the merits of what we have recommended, and we will participate vigorously in that debate.
There's no point in debating this topic.	There's no point in debating this topic.
We look forward to a national debate on the merits of what we have recommended, and we will participate vigorously in that debate.	We mirad 向前 to a nacional debatir on la 優點 of what we have recommended, 還有 we testamento participar vigorously in que debate.
We want to have a debate because we know these recommendations are important.	We want to have a debate because we know these recommendations are important.
We look forward to a national debate on the merits of what we have recommended, and we will participate vigorously in that debate.	We look forward to a national debate on the merits of what we have recommended, and we will participate vigorously in that debate.
We would like to debate the recommendations.	We would like to debate the recommendations.
After Mihdhar left, other students moved into the house.	después Mihdhar left, otras 學生 感動 into the house.
Mihdhar knew the students were waiting from him to leave.	Mihdhar knew las alumnos estaban 等候 desde él to leave.
After Mihdhar left, other students moved into the house.	After Mihdhar left, other students moved into the house.
The pupils went into the home after Mihdhar was gone.	The pupils went into the home after Mihdhar was gone.
After Mihdhar left, other students moved into the house.	After Mihdhar left, other students moved into the house.
The students protested outside of the house that Mihdhar resided in.	el alumnos protestó 外面 of el casa 那個 Mihdhar resided in.
According to Binalshibh, had Bin Ladin and KSM learned prior to 9/11 that Moussaoui had been detained, they might have canceled the operation.	segun to Binalshibh, había bin Ladin 還有 ksm aprendido prior to 9/11 那個 Moussaoui tuvo been detained, 它們 might tener canceladas the operation.
Bin Ladin didn't know that moussaoui had been detained.	Bin Ladin didn't know that moussaoui had been detained.
According to Binalshibh, had Bin Ladin and KSM learned prior to 9/11 that Moussaoui had been detained, they might have canceled the operation.	According to Binalshibh, had Bin Ladin and KSM learned prior to 9/11 that Moussaoui had been detained, they might have canceled the operation.
Bin Ladin didn't know the FBI had held Moussaoui.	bin Ladin didn't know the fbi tenía celebrada Moussaoui.
According to Binalshibh, had Bin Ladin and KSM learned prior to 9/11 that Moussaoui had been detained, they might have canceled the operation.	According to Binalshibh, había 彬 Ladin y ksm aprendí prior to 9/11 eso Moussaoui had been detained, 他們 might have canceled los operation.
Bin Ladin wasn't worried about Moussaoui being held for questioning.	bin Ladin wasn't 擔憂 關於 Moussaoui being held for questioning.
After the airspace reopened, nine chartered flights with 160 people, mostly Saudi nationals, departed from the United States between September 14 and 24.	after los 空域 reopened, nine fletado flights con 160 people, 大多 沙特 nationals, departed 從 los unido estados between 九月 14 y 24.
More than 100 Saudi national left the US.	更多 than 100 saudita nacionales izquierdo the US.
After the airspace reopened, nine chartered flights with 160 people, mostly Saudi nationals, departed from the United States between September 14 and 24.	tras the airspace reopened, nine 包機 flights with 160 people, 大多 sauditas nationals, difuntos 從 el unidos estados between 九月 14 y 24.
The airspace did not reopen until late October.	The airspace did not reopen until late October.
After the airspace reopened, nine chartered flights with 160 people, mostly Saudi nationals, departed from the United States between September 14 and 24.	後 los 空域 reopened, 九 包租 flights with 160 people, mayormente sauditas nationals, difuntos 來自 the United 國家 between 九月 14 y 24.
There were also several dozen British nationals who left the country.	There were also several dozen British nationals who left the country.
We ask every nation to join us.	We preguntar cada nation to 加入 us.
We need at least 10 countries to join us	We necesito at least 10 paises to 加入 us
We ask every nation to join us.	We 問 每個 nacion to 加入 us.
We need help from around the world.	We 需求 ayuda desde 圍繞 the world.
We ask every nation to join us.	We ask every nation to join us.
We will do this alone!	We will do this alone!
It also meant that there was a link between Khallad and Mihdhar, making Mihdhar seem even more suspicious.	It also meant that there was a link between Khallad and Mihdhar, making Mihdhar seem even more suspicious.
Khallad had financed Mihdhar's education in the Middle East.	Khallad had financiada Mihdhar's 學歷 in la 中間 East.
It also meant that there was a link between Khallad and Mihdhar, making Mihdhar seem even more suspicious.	It también meant 那個 ahi fue a enlazar between Khallad 和 Mihdhar, making Mihdhar seem hasta 更多 suspicious.
Khallad was associated with Mihdhar.	Khallad was associated with Mihdhar.
It also meant that there was a link between Khallad and Mihdhar, making Mihdhar seem even more suspicious.	It tambien meant que there was a link entre Khallad 還有 Mihdhar, making Mihdhar seem hasta 更多 suspicious.
No one could find a connection between Khallad and Mihdhar.	No one could encuentra a connection entre Khallad y Mihdhar.
The third party informed the police desk that the employees had previously received contrary advice from the FDNY, which could only have come via 911.	The 第三 黨 informed el police 服務台 那個 the asalariados tenía previamente recibidos contrary consejo desde the FDNY, cual could únicamente have come 經由 911.
The FDNY and police were both using the same systems to communicate with the public.	las FDNY 和 警察 fueron both usando la mismo sistemas to 溝通 with the public.
The third party informed the police desk that the employees had previously received contrary advice from the FDNY, which could only have come via 911.	el 第三 parte informado the policía 服務台 eso the 僱員 había 先前 received contrary 建議 來自 los FDNY, cuál could sólo have come via 911.
The FDNY and the police desk were not giving everyone the same advice.	The FDNY and the police desk were not giving everyone the same advice.
The third party informed the police desk that the employees had previously received contrary advice from the FDNY, which could only have come via 911.	las tercera party informada los 警務 服務台 那個 the 僱員 had previamente recibidas contrary 建議 來自 la FDNY, cuál could únicamente tienen venga 通過 911.
The police were telling civilians to evacuate the area while the fire department was telling them to wait for rescue.	la policía fueron diciendo civiles to 撤離 the 區域 mientras los 火焰 departamento fue diciendo them to 等待 para rescue.
The terminal was evacuated, and police found miscellaneous gun parts, pistol ammunition, and military paraphernalia in the man's checked bags.	The terminal was evacuated, and police found miscellaneous gun parts, pistol ammunition, and military paraphernalia in the man's checked bags.
Police found bottled water in the man's checked bags.	Police found bottled water in the man's checked bags.
The terminal was evacuated, and police found miscellaneous gun parts, pistol ammunition, and military paraphernalia in the man's checked bags.	The 終端機 was evacuated, y police 發現 雜項 炮 parts, 手槍 ammunition, 而且 ejército paraphernalia in the man's checked bags.
Police found various items in the man's checked bags after the terminal was evacuated.	警務 encontrado varias ítems in the man's comprobado 包包 後 the 終端 was evacuated.
The terminal was evacuated, and police found miscellaneous gun parts, pistol ammunition, and military paraphernalia in the man's checked bags.	el terminal estaba evacuated, y 警察 encontrada varios gun parts, 手槍 ammunition, y militares parafernalia in the man's comprobado bags.
The man's checked bags contained only clothing and nothing else.	The man's checked bags contained only clothing and nothing else.
Between 6:45 and 7:40, Atta and Omari, along with Satam al Suqami, Wail al Shehri, and Waleed al Shehri, checked in and boarded American Airlines Flight 11, bound for Los Angeles.	Between 6:45 and 7:40, Atta and Omari, along with Satam al Suqami, Wail al Shehri, and Waleed al Shehri, checked in and boarded American Airlines Flight 11, bound for Los Angeles.
Atta and Omari sat in window seats while the others sat on the isles.	atta y Omari sat in 窗 席位 while the otras sat on the isles.
Between 6:45 and 7:40, Atta and Omari, along with Satam al Suqami, Wail al Shehri, and Waleed al Shehri, checked in and boarded American Airlines Flight 11, bound for Los Angeles.	Between 6:45 y 7:40, atta y Omari, 沿 with Satam al Suqami, Wail al Shehri, 而且 waleed al Shehri, comprobado in y abordó americana airlines 班機 11, bound para Los Angeles.
They attempted to board the flight but Wail al Shehri was detained by security.	它們 tentativa to 董事會 el 飛行 pero Wail al shehri was detained by security.
Between 6:45 and 7:40, Atta and Omari, along with Satam al Suqami, Wail al Shehri, and Waleed al Shehri, checked in and boarded American Airlines Flight 11, bound for Los Angeles.	entre 6:45 還有 7:40, atta y Omari, 沿 with Satam al Suqami, Wail al Shehri, 而且 waleed al Shehri, comprobado in y abordados 美式 aerolíneas vuelo 11, obligado para Los Angeles.
They boarded a flight to Los Angeles before 8:00.	They boarded a flight to Los Angeles before 8:00.
The people of the United States hoped to enjoy a peace dividend, as U.S. spending on national security was cut following the end of the Soviet military threat.	The people of the United States hoped to enjoy a peace dividend, as U.S. spending on national security was cut following the end of the Soviet military threat.
As the Soviet threat ended the US embarked on a massive military buildup.	As the Soviet threat ended the US embarked on a massive military buildup.
The people of the United States hoped to enjoy a peace dividend, as U.S. spending on national security was cut following the end of the Soviet military threat.	The 人 of la United 國家 hoped to enjoy a paz dividend, as U.S. gasto on nacional security fue 剪 following the end of the 蘇維埃 軍事 threat.
Defense budgets were cut by more than fifty billion dollars per year.	Defense budgets were cut by more than fifty billion dollars per year.
The people of the United States hoped to enjoy a peace dividend, as U.S. spending on national security was cut following the end of the Soviet military threat.	The gente of the United 國家 hoped to 享受 a peace dividend, as U.S. 花費 on nacional seguridad was corte siguiendo the fin of el 蘇維埃 militares threat.
When the Soviet military threat ended the US cut national security spending.	cuándo el 蘇維埃 militar 威脅 terminó the US cortar national seguridad spending.
While the test results for physical search exceeded the national average, both the metal detector and X-ray results were below average.	While el 試驗 成果 para 物理 buscar superado los national average, both the 金屬 detector y X-ray resultados were 以下 average.
Physical searches were more likely to find contraband.	Physical searches were more likely to find contraband.
While the test results for physical search exceeded the national average, both the metal detector and X-ray results were below average.	While the test results for physical search exceeded the national average, both the metal detector and X-ray results were below average.
The metal detector results were below the national average.	las 金屬 探測器 成果 eran abajo the nacionales average.
While the test results for physical search exceeded the national average, both the metal detector and X-ray results were below average.	mientras el prueba 結果 para fisico 搜尋 rebasado las national average, tanto las 金屬 detector 而且 X-ray 結果 were abajo average.
The test results for X-rays were well above the national average.	The ensayo 結果 for X-rays fueron well arriba the national average.
Local newspapers and the few influential satellite broadcasters-like al Jazeera-often reinforce the jihadist theme that portrays the United States as anti-Muslim.	局部 prensa 還有 the pocos influential satelital broadcasters-like al Jazeera-often reforzar los jihadist 專題 eso portrays the united 國家 as anti-Muslim.
All American newspapers have to sound pro-Muslim.	All American newspapers have to sound pro-Muslim.
Local newspapers and the few influential satellite broadcasters-like al Jazeera-often reinforce the jihadist theme that portrays the United States as anti-Muslim.	locales diarios y el few influential satelital broadcasters-like al Jazeera-often reinforce los jihadist tema que retrata the unida 國家 as anti-Muslim.
Some newspapers in Arizona sound anti-Muslim.	algunos periódicos in Arizona sound anti-Muslim.
Local newspapers and the few influential satellite broadcasters-like al Jazeera-often reinforce the jihadist theme that portrays the United States as anti-Muslim.	當地 periódicos y el pocos influential 衛星 broadcasters-like al Jazeera-often reinforce the jihadist 專題 eso portrays the unió estados as anti-Muslim.
Some newspapers spread anti-Muslim rhetoric.	some periódicos difundir anti-Muslim rhetoric.
Our border screening system should check people efficiently and welcome friends.	nuestro 邊界 proyección system 應該 支票 人 eficientemente 而且 歡迎 friends.
The screening process at the border should be welcoming while also being productive.	The 放映 process at the fronteras debería be acogedor while 還 ser productive.
Our border screening system should check people efficiently and welcome friends.	Our border screening system should check people efficiently and welcome friends.
We do not have time for pleasantries while dealing with border crossings.	We do not have 時間 para pleasantries while dealing con frontera crossings.
Our border screening system should check people efficiently and welcome friends.	Our border screening system should check people efficiently and welcome friends.
We have to screen everyone equally and thus treat all with the respect that they deserve.	We have to 螢幕 每個人 equally y thus 對待 all with the 尊重 que 他們 deserve.
As a result, neither the U.S. nor the Saudi people appreciated all the dimensions of the bilateral relationship, including the Saudi role in U.S. strategies to promote the Middle East peace process.	As a result, tampoco la U.S. ni las saudí pueblo apreciada 所有 the 尺寸 of los bilateral relationship, incluido los saudí 角色 in U.S. estrategias to 推廣 the middle 東部 peace process.
The Saudis and the US worked together.	el Saudis 還有 el US funcionó together.
As a result, neither the U.S. nor the Saudi people appreciated all the dimensions of the bilateral relationship, including the Saudi role in U.S. strategies to promote the Middle East peace process.	As a result, neither las U.S. tampoco the saudi 人們 apreciada 全部 the dimensiones of la bilateral relationship, incluido the saudi 角色 in U.S. 戰略 to 推廣 el middle este peace process.
The Saudis invited the US envoy to come work on the middle east peace project.	la saudíes invitados la US enviado to come trabaje on the middle 東方 平安 project.
As a result, neither the U.S. nor the Saudi people appreciated all the dimensions of the bilateral relationship, including the Saudi role in U.S. strategies to promote the Middle East peace process.	As a result, neither el U.S. ni la sauditas 人民 appreciated all el 尺寸 of the bilateral relationship, 包括 the 沙特 rol in U.S. estrategias to 推廣 la 中間 east paz process.
The Saudis refused to work with the US and instead pushed violence.	los sauditas refused to 工作 con the US y instead empujado violence.
Deputy Director of Central Intelligence John McLaughlin testified that he was told about Moussaoui several days before Tenet was briefed, although he did not recall the specific date of the briefing.	adjunta director of céntrico inteligencia john mclaughlin testificó 那個 he was told sobre Moussaoui several dias 以前 Tenet was briefed, 雖然 he did not 召回 la específico fecha of the briefing.
McLaughlin has been the Deputy Director of Central Intelligence for 27 years.	mclaughlin tiene been las Deputy 導演 of céntrica 智力 para 27 years.
Deputy Director of Central Intelligence John McLaughlin testified that he was told about Moussaoui several days before Tenet was briefed, although he did not recall the specific date of the briefing.	Deputy Director of Central Intelligence John McLaughlin testified that he was told about Moussaoui several days before Tenet was briefed, although he did not recall the specific date of the briefing.
McLaughlin is the Deputy Director of Central Intelligence.	mclaughlin is las Deputy directora of centrales Intelligence.
Deputy Director of Central Intelligence John McLaughlin testified that he was told about Moussaoui several days before Tenet was briefed, although he did not recall the specific date of the briefing.	adjunto 主任 of céntrico 智慧 john mclaughlin testificó 那個 he was contada 關於 Moussaoui several dias antes Tenet was briefed, 雖然 he hizo not 召回 the específica fecha of the briefing.
McLaughlin is the head of the FDA.	mclaughlin is las 頭部 of the FDA.
It was clear that the lead response agency was the FDNY, and that the other responding local, federal, bistate, and state agencies acted in a supporting role.	It was clear that the lead response agency was the FDNY, and that the other responding local, federal, bistate, and state agencies acted in a supporting role.
Many agencies supported the FDNY in its response.	muchas agencies supported el FDNY in sus response.
It was clear that the lead response agency was the FDNY, and that the other responding local, federal, bistate, and state agencies acted in a supporting role.	It was clear that the lead response agency was the FDNY, and that the other responding local, federal, bistate, and state agencies acted in a supporting role.
The FDNY did not want local, federal, bistate, and state agencies to help.	las FDNY hizo no 想要 local, federal, bistate, y 州 organismos to help.
It was clear that the lead response agency was the FDNY, and that the other responding local, federal, bistate, and state agencies acted in a supporting role.	It was clear that the lead response agency was the FDNY, and that the other responding local, federal, bistate, and state agencies acted in a supporting role.
The FDNY was not the only agency in charge; others held just as much control.	The FDNY fue no la únicamente agency in charge; 其他 celebrada simplemente as mucho control.
There is no indication that Atta or Shehhi received any additional flight training in June.	There is no indication that Atta or Shehhi received any additional flight training in June.
Atta and Shehhi received their flight certifications in May.	Atta 和 Shehhi received sus vuelo certifications in May.
There is no indication that Atta or Shehhi received any additional flight training in June.	There is no indication that Atta or Shehhi received any additional flight training in June.
There is evidence that Atta and Shehhi worked hard to become better pilots in June.	ahi is 證據 那個 Atta y Shehhi worked 辛苦 to convertirse mejor pilotos in June.
There is no indication that Atta or Shehhi received any additional flight training in June.	There is no indication that Atta or Shehhi received any additional flight training in June.
We do not suspect that Atta and Shehhi continued flight training in June.	We do not sospechar 那個 atta 還有 Shehhi continuación vuelo 訓練 in June.
The CTC analyst who drafted the briefing drew on reports over the previous four years.	las CTC analista oms drafted the 簡報 drew on 報告 over the anterior 四個 years.
The CTC analyst based his briefing only on information that had come to light in the past month.	la CTC analyst basado 他的 briefing solamente on 資訊 eso had come to light in the 過往 month.
The CTC analyst who drafted the briefing drew on reports over the previous four years.	The CTC analyst who drafted the briefing drew on reports over the previous four years.
The analyst had been working for the CTC for a decade.	The analyst had been working for the CTC for a decade.
The CTC analyst who drafted the briefing drew on reports over the previous four years.	el CTC analistas 誰 草擬 la 簡報 drew on 報告 over the 先前 cuatro years.
The analyst used multiple reports in order to draft the document.	The analista utilizada 多種 報告 in ordenar to 草稿 los document.
On August 4, President Bush wrote President Musharraf to request his support in dealing with terrorism and to urge Pakistan to engage actively against al Qaeda.	On August 4, President Bush wrote President Musharraf to request his support in dealing with terrorism and to urge Pakistan to engage actively against al Qaeda.
President Bush had no contact with President Musharraf.	主席 布希 tenido no 接觸 con 總統 Musharraf.
On August 4, President Bush wrote President Musharraf to request his support in dealing with terrorism and to urge Pakistan to engage actively against al Qaeda.	On 八月 4, presidenta 布希 escribí 主席 Musharraf to 請求 sus 支援 in dealing with terrorismo 和 to 敦促 pakistán to engage activa contra al Qaeda.
President Bush wrote a letter to President Musharraf in August.	President Bush wrote a letter to President Musharraf in August.
On August 4, President Bush wrote President Musharraf to request his support in dealing with terrorism and to urge Pakistan to engage actively against al Qaeda.	On 八月份 4, 主席 布希 wrote 主席 musharraf to solicitud sus 支援 in dealing with terrorismo 和 to 敦促 巴基斯坦 to engage actively against al Qaeda.
President Musharraf replied to President Bush right away.	主席 Musharraf contestó to 總統 arbusto 右 away.
Mihdhar gave his intended address as the Marriott Hotel, New York City, but instead spent one night at another New York hotel.	Mihdhar gave his intended address as the Marriott Hotel, New York City, but instead spent one night at another New York hotel.
Mihdhar did not stay at the hotel he indicated he would.	Mihdhar hizo not 留下 at the 賓館 he indicó he would.
Mihdhar gave his intended address as the Marriott Hotel, New York City, but instead spent one night at another New York hotel.	Mihdhar gave 他的 pretendido 地址 as el Marriott Hotel, nuevos 約克 City, 但 instead 花費 one 夜晚 at another 新的 約克 hotel.
Mihdhar had a wonderful stay at the Marriott Hotel in NYC.	Mihdhar had a wonderful 留 at la Marriott 飯店 in NYC.
Mihdhar gave his intended address as the Marriott Hotel, New York City, but instead spent one night at another New York hotel.	Mihdhar gave his intended address as the Marriott Hotel, New York City, but instead spent one night at another New York hotel.
Mihdhar had meant to stay at the Marriott originally, but a last-minute fling led him to stay with a lover.	Mihdhar had meant to 留下來 at the Marriott originally, pero a last-minute fling led él to 留 con a lover.
Other evidence corroborates her account.	其他 evidencia corrobora ella account.
Her husband can corroborate her story.	她的 丈夫 can corroborar su story.
Other evidence corroborates her account.	otros 證據 corroborates her account.
There is other information containing evidence that supports what she said.	There is otros 資訊 containing evidencia 那個 apoyos what ella said.
Other evidence corroborates her account.	otras 證據 corrobora 她的 account.
We have absolutely no reason to believe her account.	We have absolutely no reason to believe her account.
He believed that there was sufficient probable cause for a criminal warrant at that time.	He believed eso ahí was suficientes probable 原因 for a criminal warrant at 那個 time.
He suspected that the property was being used to conceal an illegal bomb making operation.	He sospechado 那個 el propiedades was estar usados to conceal an 非法 bomba making operation.
He believed that there was sufficient probable cause for a criminal warrant at that time.	He believed that there was sufficient probable cause for a criminal warrant at that time.
He was convinced that there was nothing suspicious going on.	He estaba 深信 eso there was nothing 可疑 going on.
He believed that there was sufficient probable cause for a criminal warrant at that time.	He believed that there was sufficient probable cause for a criminal warrant at that time.
There were reasons to be suspicious that a crime was being committed.	ahi were motivos to be sospechoso que a 犯罪 was ser committed.
It did not suggest that there was a domestic threat.	It did not suggest that there was a domestic threat.
It suggested a threat in Ireland, but not one in the US.	It suggested a threat in Ireland, but not one in the US.
It did not suggest that there was a domestic threat.	It did no suggest 那個 there was a doméstica threat.
There was no reason to believe there was a domestic threat.	There was no reason to believe there was a domestic threat.
It did not suggest that there was a domestic threat.	It did not sugieren 那個 allí was a domésticas threat.
We had good reason to suspect that terror alerts would be raised shortly.	We had good reason to suspect that terror alerts would be raised shortly.
But his time was consumed with getting new officials in place and working on the foundation documents of a new defense policy, the quadrennial defense review, the defense planning guidance, and the existing contingency plans.	pero 他的 time was consumido con obteniendo 新 funcionarios in lugar 還有 工作 on the fundación documents of a nuevos defensa policy, los quadrennial defensas review, las 國防 規劃 guidance, y la 現有 contingency plans.
He had plenty of free time to take several long vacations while working on these projects.	He had abundancia of free time to toma varios 長 vacaciones mientras funcionando on 這些 projects.
But his time was consumed with getting new officials in place and working on the foundation documents of a new defense policy, the quadrennial defense review, the defense planning guidance, and the existing contingency plans.	sino sus 時光 estaba consumida con getting 新 官員 in place 而且 funcionando on the 基金會 documents of a novedad 國防 policy, the quadrennial defensa review, los defensas planificar guidance, y los existente contingencia plans.
Placing new officials in office and working on a defense policy were time consuming projects.	放置 novedades funcionarios in office 和 工作 on a defensa 政策 were 時光 consuming projects.
But his time was consumed with getting new officials in place and working on the foundation documents of a new defense policy, the quadrennial defense review, the defense planning guidance, and the existing contingency plans.	But his time was consumed with getting new officials in place and working on the foundation documents of a new defense policy, the quadrennial defense review, the defense planning guidance, and the existing contingency plans.
The final defense policy document was over five hundred pages long.	The final defense policy document was over five hundred pages long.
The United States was not a primary source of al Qaeda funding, although some funds raised in the United States may have made their way to al Qaeda or its affiliated groups.	las United estados was not a primarios procedencia of al Qaeda funding, 儘管 有些 資金 raised in el United estados 五月 tengan made su camino to al Qaeda or su affiliated groups.
Britain also gave money to al Qaeda.	britania 也 dió dinero to al Qaeda.
The United States was not a primary source of al Qaeda funding, although some funds raised in the United States may have made their way to al Qaeda or its affiliated groups.	The United estados era not a primario 來源 of al qaeda funding, aunque some fondos levantado in the United estados may tienen made sus way to al qaeda or its afiliado groups.
The US definitely did not give al Qaeda any money.	The US definitely did not give al Qaeda any money.
The United States was not a primary source of al Qaeda funding, although some funds raised in the United States may have made their way to al Qaeda or its affiliated groups.	The United 國家 era not a primarias 來源 of al Qaeda funding, aunque algunas 資金 raised in the United 國家 梅 tienen made their way to al Qaeda or its afiliado groups.
The United States may have given money to al Qaeda.	The United States may have given money to al Qaeda.
Current security requirements nurture overclassification and excessive compartmentation of information among agencies.	Current security requirements nurture overclassification and excessive compartmentation of information among agencies.
Security requirements are much stricter than they previously were.	Security requirements are much stricter than they previously were.
Current security requirements nurture overclassification and excessive compartmentation of information among agencies.	actualidad security requisitos crianza overclassification y excesivo compartmentation of 資訊 entre agencies.
Security requirements do not compartmentalize information too much.	Security requirements do not compartmentalize information too much.
Current security requirements nurture overclassification and excessive compartmentation of information among agencies.	Current security requirements nurture overclassification and excessive compartmentation of information among agencies.
The security requirements that are currently in use cause information to be overclassified.	The security requirements that are currently in use cause information to be overclassified.
Boston  A second one just hit the Trade Center.	波士頓 A 第二 一個 只要 golpeó el intercambios Center.
The Trade Center was hit by a train.	The comercio center era 命中 by a train.
Boston  A second one just hit the Trade Center.	Boston A second one just hit the Trade Center.
The Trade Center was hit.	The Trade Center was hit.
Boston  A second one just hit the Trade Center.	波士頓 A segundas uno 只要 命中 las intercambios Center.
The Trade Center was not hit.	The intercambios center was not hit.
If defense intelligence is reorganized to elevate the responsibilities of the director of the DIA, then that person might be the appropriate official.	If defense intelligence is reorganized to elevate the responsibilities of the director of the DIA, then that person might be the appropriate official.
Director of the DIA is the lowest position in relation to responsibilities.	directora of los dia is the 最低 posicion in relación to responsibilities.
If defense intelligence is reorganized to elevate the responsibilities of the director of the DIA, then that person might be the appropriate official.	If 國防 inteligencia is reorganizado to elevar el 責任 of las director of the DIA, 那 那個 persona might be the 適當 official.
The Director of the DIA is not involved with defense intelligence at all.	The 主任 of the dia is not involucrados with defensas 智力 at all.
If defense intelligence is reorganized to elevate the responsibilities of the director of the DIA, then that person might be the appropriate official.	If defensas 智力 is reorganizado to elevar the responsabilidades of el 司長 of el DIA, 那 eso person might be las adecuado official.
The director of the DIA is involved with defense intelligence.	The director of the DIA is involved with defense intelligence.
There were numerous technical problems, especially with the Hellfire missiles.	There were numerous technical problems, especially with the Hellfire missiles.
The Hellfire missiles had technical errors.	el Hellfire misiles tuvo técnica errors.
There were numerous technical problems, especially with the Hellfire missiles.	There were numerous technical problems, especially with the Hellfire missiles.
The Hellfire missiles worked perfectly.	The Hellfire missiles worked perfectly.
There were numerous technical problems, especially with the Hellfire missiles.	There were numerous 技術 problems, especialmente con the hellfire missiles.
There were also technical errors with other types of missiles.	allí were 還 técnico errors with otro tipos of missiles.
Mayor Giuliani, along with the Police and Fire commissioners and the OEM director, moved quickly north and established an emergency operations command post at the Police Academy.	Mayor Giuliani, along with the Police and Fire commissioners and the OEM director, moved quickly north and established an emergency operations command post at the Police Academy.
An emergency command post was set up at the Police Academy.	An emergencia 指揮 post fue 設 up at los 警方 Academy.
Mayor Giuliani, along with the Police and Fire commissioners and the OEM director, moved quickly north and established an emergency operations command post at the Police Academy.	alcaldesa Giuliani, 沿 con the policía 還有 incendio comisionados y the oem director, conmovido rápidamente norte 和 established an emergencias operations 指揮 publicación at las policías Academy.
More than two dozen people were eventually involved in manning the command post.	mas than dos dozen pueblo were 最終 involved in manning the comandancia post.
Mayor Giuliani, along with the Police and Fire commissioners and the OEM director, moved quickly north and established an emergency operations command post at the Police Academy.	alcaldía Giuliani, junto with los 警察 y 火焰 comisionados y the oem director, conmovido rapido 北部 y establecido an emergency operations comando publicación at la policía Academy.
The Mayor immediately evacuated the state on the recommendation of the OEM director.	The Mayor immediately evacuated the state on the recommendation of the OEM director.
Finally, one firefighter-who had earlier seen from a window that the SouthTower had collapsed-urged that they all leave, as this tower could fall as well.	Finally, one firefighter-who had earlier seen from a window that the SouthTower had collapsed-urged that they all leave, as this tower could fall as well.
One firefighter felt that this tower could fall.	una firefighter felt 那個 este torre could fall.
Finally, one firefighter-who had earlier seen from a window that the SouthTower had collapsed-urged that they all leave, as this tower could fall as well.	Finally, 一個 firefighter-who tuvo antes seen 來自 a escaparate que el SouthTower had collapsed-urged 那個 ellas todo leave, as 這 tower could 秋季 as well.
The firefighter sent a message to his superiors about the tower falling.	The firefighter sent a message to his superiors about the tower falling.
Finally, one firefighter-who had earlier seen from a window that the SouthTower had collapsed-urged that they all leave, as this tower could fall as well.	Finally, 一 firefighter-who tenido anteriores seen 從 a ventana 那個 los SouthTower tenía collapsed-urged eso ellos all leave, as 這 tower podria caída as well.
The firefighter was certain that the tower they were in was safe.	el firefighter era ciertas 那個 la tower 他們 estaban in fue safe.
Secure identification should begin in the United States.	seguro 識別 應該 comenzar in los unido States.
Secure Identification should never be used in the US.	Secure Identification should never be used in the US.
Secure identification should begin in the United States.	Secure identification should begin in the United States.
Secure id would make things safer in the US.	seguro id would make cosas safer in the US.
Secure identification should begin in the United States.	安全 identificación debería comenzar in the United States.
There should be secure id in the US.	There debería be 安全 id in the US.
Hard Put to Find Proof Bin Laden Directed Attacks.	難 ponga to hallazgo 證明 bin cargados Directed Attacks.
Bin Laden was not involved in directing the attacks.	Bin Laden was not involved in directing the attacks.
Hard Put to Find Proof Bin Laden Directed Attacks.	Hard Put to Find Proof Bin Laden Directed Attacks.
It was tough to prove that Bin Laden was responsible.	It estaba 艱難 to demostrar que bin cargados was responsible.
Hard Put to Find Proof Bin Laden Directed Attacks.	硬 ponga to 找到 prueba bin laden dirigido Attacks.
There was hard evidence of Bin Laden directing the attacks.	There was difícil 證據 of 彬 Laden directing la attacks.
We have uncovered no evidence that KSM was present at the guesthouse in Islamabad where Yousef 's arrest took place, as has been suggested in the press.	We have uncovered no evidence that KSM was present at the guesthouse in Islamabad where Yousef 's arrest took place, as has been suggested in the press.
KSM was never there at the guesthouse.	KSM was never there at the guesthouse.
We have uncovered no evidence that KSM was present at the guesthouse in Islamabad where Yousef 's arrest took place, as has been suggested in the press.	We tengan uncovered no evidencias eso ksm fue presente at the 招待所 in 伊斯蘭堡 dónde yousef 's 逮捕 tomaron place, as has been 推薦 in el press.
Yousef was arrested.	yousef fue arrested.
We have uncovered no evidence that KSM was present at the guesthouse in Islamabad where Yousef 's arrest took place, as has been suggested in the press.	We han uncovered no 證據 que ksm was 現任 at the 招待所 in 伊斯蘭堡 where yousef 's 拘捕 took place, as has sido sugerida in la press.
Yousef was never arrested.	yousef was 從不 arrested.
At about 10:15, the FDNY Chief of Department and the Chief of Safety, who had returned to West Street from the parking garage, confirmed that the South Tower had collapsed.	At sobre 10:15, los FDNY 首席 of 部門 y el jefa of Safety, 誰 had devuelta to 西方 街頭 來自 el 停車場 garage, 確認 那個 the 南 tower had collapsed.
The FDNY Chief of Department saw the South Tower collapse.	el FDNY jefe of 部門 vio el sur 塔台 collapse.
